sex,bdate,city,groups_activities
м,6.2.1989,Москва,"Электронная музыка; Шоу, передача; Программирование; Стиль, мода; Культурный центр; Языки; Дискуссионный клуб; Бизнес; Философия; Стиль, одежда, обувь; Интернет-СМИ; Стиль, мода; Шоу, передача; Техника, электроника; Дизайн-студия; Электронная музыка; Художник; Электронная музыка; Здоровый образ жизни; Творчество"
м,24.1.1975,,"Дизайн и графика; Общественный деятель; Дискуссионный клуб; Бар, паб; Дизайн и графика; Дискуссионный клуб; Дизайн и графика; Общество; Дизайн и графика; Юмор; Творчество; Фотография; Интернет-СМИ; Дизайн и графика; Интерьер; Дискуссионный клуб; Дискуссионный клуб; Другие товары; Образование; Интернет-СМИ"
ж,15.12.1989,Москва,"Шоу, передача; Культура; Философия; Здоровый образ жизни; Психология; Психология; Творчество; Образование; Философия; Соседи; Философия; Дискуссионный клуб; Юмор; История; Литература; Юмор; Кино; Юмор; Юмор; Фотография"
м,,Санкт-Петербург,"Фотография; Фото- и видеосъёмка; Фото- и видеосъёмка; Ведущая; Информационный портал; Товары для дома; Фото- и видеосъёмка; Стиль, одежда, обувь; Публичная страница; Городское сообщество; Фотография; Подготовка к свадьбе; Реклама; Другие услуги; Интернет-СМИ; Интернет-СМИ; Фотография; Фотография; Фотография; Подготовка к свадьбе"
ж,,Санкт-Петербург,"Дизайн-студия; Обучающие курсы; Творчество; Литература; Художник; Юмор; Бизнес; Образование; Творчество; Поиск работы; Городское сообщество; Культура; Дизайн и графика; Литература; Юмор; Здоровый образ жизни; Кино; Музей, галерея, выставка; Городское сообщество; Музыкальная группа"
м,22.12.1934,Санкт-Петербург,"Творчество; Видеоигры; Творчество; Видеоигры; Программирование; Фан-сообщество; Юмор; Видеоигры; Видеоигры; Наука; Техника, электроника; Творчество; Видеоигры; Видеоигры; Банк, финансовое учреждение; Видеоигра; Дополнительное образование; Электроника; Творчество; Творчество"
м,,,"Рок; Обмен музыкой; Спортивная организация; Юмор; Юмор; Шоу, передача; Культурный центр; Музыка; Религиозное учреждение; Другие товары; Производство, промышленность; История; Музыка; Автомобили; Другая музыка; Экстремальный спорт; Автомобили; Культура; Музыка; Образование"
м,26.2.1988,Москва,"Активный отдых; Программное обеспечение; Художница; Развлечения; Видеоигры; Фан-сообщество; Образование; Одежда, обувь; Наука; Интернет-СМИ; Писатель; Одежда, обувь; Финансы; Образование; Бизнес; Одежда, обувь; Культура; Культура; Игры; Образование"
м,19.7.1990,Калининград,
ж,,Москва,"Музыкант; Кофейня; Стиль, одежда, обувь; Музыкант; Другая музыка; Музыкант; Блогер; Фотография; Анимация; Фан-сообщество; Стример; Другие хобби; Актёр или актриса"
м,,,"Кино; Юмор; Образование; Другие виды спорта; Фотография; Программное обеспечение; Часы; Городское сообщество; Фото- и видеосъёмка; Творчество; Общественная организация; Охота и рыбалка; Строительство, ремонт; Одежда, обувь; Тату-салон; Туризм, путешествия; Одежда, обувь; Дизайн и графика; Одежда, обувь; Аптека, оптика"
м,15.4.1987,Санкт-Петербург,"Наука; Юмор; Наука; Образование; История; Интернет-СМИ; Образование; Городское сообщество; Интернет-СМИ; Дом культуры; Городское сообщество; Музей, галерея, выставка; Одежда, обувь; Дизайн и графика; Городское сообщество; Парк отдыха; Место отдыха; Городское сообщество; Книжный магазин; Дизайн и графика"
м,,Москва,"Игровая студия; Критик; Здоровый образ жизни; Наука; Юмор; Образование; Общество; Велосипеды; Юмор; Предприниматель; Художница; Вымышленный персонаж; Юмор; Юмор; Юмор; Интернет-СМИ; Видеоигры; Юмор; Юмор; Туризм, путешествия"
ж,21.4.1987,Омск,"Программное обеспечение; Юмор; Игры; Программное обеспечение; Одежда, обувь; Дизайн и графика; Видеоигры; Видеоигра; Интернет-СМИ; Уход за собой; Видеоигры; Юмор; Блогер; Техника, электроника; Ролевые игры; Творчество; Шоу, передача; Музыка; Видеоигры; Одежда, обувь"
ж,10.5.1989,Санкт-Петербург,"Юмор; Юмор; Творчество; Творчество; Модель; Юмор; Юмор; Культура; Культура; Стиль, одежда, обувь; Творчество; Сериал; Дизайн и графика; Юмор; Интерьер; Культура; Общество; Творчество; Одежда, обувь; Тату-салон"
ж,,,
м,,Санкт-Петербург,"Техника, электроника; Видеоигры; Военное дело; Ремонтная мастерская; Игры; Модель; Охота и рыбалка; Юмор; Политик; Другие хобби; Юмор; Юмор; Фотография; Видеоигры; Домашние и дикие животные; Творчество; Анимация; Видеоигры; Юмор; Видеоигры"
м,21.7.1988,Санкт-Петербург,
м,1.7.1982,Минск,"Наука; Юмор; Туризм, путешествия; Юмор; Интернет-СМИ; Видеоигры; Литература; История; Видеоигры; Интернет-СМИ; Интернет-СМИ; Поэт или поэтесса; Электронная музыка; ВКонтакте; Игры; Юмор; Видеоигры; Видеоигры; Сериал; Видеоигры"
м,,Санкт-Петербург,
м,3.4.1984,Санкт-Петербург,Игры; Интернет-СМИ; Образование; Юмор; Творчество; Домашние и дикие животные; Культурный центр; Образование; Образование; Государственная организация; Дизайн и графика; Политика; ВКонтакте; Психология; Творчество; ВКонтакте; Реклама; ВКонтакте; ВКонтакте; Медицинский центр
ж,,Ханты-Мансийск,"Здоровый образ жизни; Группа коллег; Художница; Государственная организация; Музей, галерея, выставка; Творчество; Юмор; Фотография; Культура; Культура; Культура; Творчество; Кулинария; Дизайн и графика; Туризм, путешествия; Фитнес; Дизайн-студия; История; Туристическое агентство; Домашние и дикие животные"
ж,,Москва,"Блог; Интернет-СМИ; Сайты; Гостиница; Философия; Музыкант; Кино; Творчество; Зимние виды спорта; Интернет-СМИ; Общественная организация; Производство, промышленность; Спортивная организация; Общество; Консалтинг, бизнес-услуги; Юмор; Мототехника; Медицинская услуга; Зимние виды спорта; Театр"
ж,,,Приложение; Анимация; Творчество; Литература; Зоопарк; Культура; Наука; Книга; Художница; Литература; Сериал; Литература; Творчество; Художник или художница; Родители и дети; Библиотека; Художница; Художница; Литература
м,11.11.1991,Москва,
м,22.11.1986,,Интернет-СМИ; Творчество; Юмор; Образование; Образование; Литература; Интернет-СМИ; Отношения полов; Юмор; Творчество; Юмор; Библиотека; Зоопарк; Творчество; Видеоигра; Художник или художница; Юмор; Дискуссионный клуб; Юмор; Интернет-СМИ
ж,16.10.1989,London,"Домашние и дикие животные; Юмор; Юмор; Наука; Здоровый образ жизни; Кулинария; Товары для дома; Стиль, одежда, обувь; Здоровый образ жизни; Образование; Стиль, одежда, обувь; Образование; Интернет-СМИ; Туризм, путешествия; Творчество; Юмор; Мебель; Творчество; Музыкальная группа; Языки"
м,,Москва,"Городское сообщество; Интернет-СМИ; Программирование; Другие хобби; Интернет-СМИ; Дизайн интерьера; Дизайн интерьера; Техника, электроника; Кино; Шоу, передача; Дизайн интерьера; Производство, промышленность; Наука; Строительные и ремонтные работы; Блогер; Здоровый образ жизни; Дизайн и графика; Здоровый образ жизни; Творчество; Образование"
м,25.7.1989,Мурманск,"Кулинария, рецепты; Творчество; Рок; Фотография; Шоу, передача; Творчество; Литература; Игры; Дизайн и графика; Автовладельцы; Художник; Автовладельцы; Художник или художница; Настольные игры; Юмор; Наука; Образование; Творчество; Настольные игры; Творчество"
м,5.10.1983,Вологда,"Организация праздников; Программное обеспечение; Городское сообщество; Отдых на природе; Городское сообщество; Городское сообщество; Городское сообщество; Дизайн-студия; Автотовары; Печатное издание; Политик, госслужащий; Кафе, ресторан; Фотограф; Кулинария; Кафе, ресторан; Творчество; Политика; Товары для творчества; Шоу, передача; Дизайн и графика"
м,,Москва,
ж,,Москва,"Школа; Обучающие курсы; Мультфильм; Спа-салон; Творчество; Одежда, обувь; Медицинская услуга; Кулинария; Творчество; Другие хобби; Здоровый образ жизни; Психология; Благотворительность; Другие хобби; Музей, галерея, выставка; Дизайн интерьера; Дополнительное образование; Творчество; Творчество; Музей, галерея, выставка"
м,,Санкт-Петербург,"Интернет-СМИ; Видеоигры; Блог; Интернет-СМИ; Юмор; Интернет-СМИ; Игры; Композитор; Городское сообщество; Бизнес; Видеоигры; Шоу, передача; Государственная организация; Интернет-СМИ; Городское сообщество; Видеоигра; Спортивная организация; Соседи; Интернет-СМИ; Видеоигры"
м,,Москва,
м,3.9.1987,Санкт-Петербург,"Фотография; Городское сообщество; Культура; Фотография; Туризм, путешествия; Наука; Родители и дети; Государственная организация; Туризм, путешествия; Туризм, путешествия; Продукты питания, напитки; История; Общественный деятель; Дизайн интерьера; Молодёжное движение; Туризм, путешествия; Туризм, путешествия; Общество; История; Туризм, путешествия"
ж,,,
ж,,Санкт-Петербург,
м,,,"Музыкант; Городское сообщество; Гостиница; Блогер; Творчество; Фотография; Культура; Музыкальный лейбл; Музыкант; Фото- и видеосъёмка; Творчество; Электронная музыка; Электронная музыка; Музыкант; Тренинг, семинар; Сайты; Музыкальный лейбл; Дизайнер; Электронная музыка; Музыкант"
м,,Москва,"Юмор; Юмор; Фотография; Юмор; Творчество; Реклама; Эротика; Творчество; Фотография; Эротика; Культура; Соседи; Бар, паб; Эротика; Другие товары; Фотография; Блогер; Творчество; Дизайн и графика; Наука"
м,,Санкт-Петербург,ВКонтакте; Наука; Кино; Образование; Юмор; Фотография; Кино; Кино; Образование; Образование; Общество; Издательский дом; Фотография; Фотография; Дизайн и графика; Образование; Телеканал; Образование; Библиотека; Фотография
м,,Санкт-Петербург,Фотограф; Кино; Фотография; Фотограф; Электронная музыка; Дизайн и графика; Фотография; Фотография; Фотография; Музыка; Творчество; Кино; Творчество; Кино; Фотография; Обучающие курсы; Фотография; Тату-салон; Психология; Музыкальная группа
м,,Санкт-Петербург,"Юмор; Настольные игры; Религия; Юмор; Программирование; Игры; Юмор; Юмор; Настольные игры; Товары для праздников; Образование; Туризм, путешествия; Религия; Юмор; Потребительские товары; Настольные игры; Дизайн и графика; Игры; Настольные игры; Городское сообщество"
ж,,,
ж,24.4.1989,Красногорск,"Родители и дети; Интернет-СМИ; Интернет-СМИ; Интернет-СМИ; Кино; Юмор; Творчество; Философия; Художница; Домашние и дикие животные; Творчество; Интернет-СМИ; Наука; Родители и дети; Дискуссионный клуб; Юмор; Творчество; Юмор; Зоопарк; Стиль, одежда, обувь"
ж,,,"Юмор; Туризм, путешествия; Городское сообщество; Юмор; Стиль, мода; Общество; Автовладельцы; Образование; Медицина; Продукты питания, напитки; Стиль, одежда, обувь; Городское сообщество; Наука; Управляющая компания; Туризм, путешествия; Блогер; Интернет-СМИ; Активный отдых; Интернет-СМИ; Другие хобби"
м,6.1.1987,Москва,"Юмор; Творчество; Юмор; Образование; Интернет-СМИ; Творчество; Наука; Политик, госслужащий; Страна; Страна; Дискуссионный клуб; Творчество; Юмор; Наука; Юмор; Активный отдых; Наука; Политика; Интернет-СМИ; Образование"
м,1.6.1987,Санкт-Петербург,"Образование; Танцевальная музыка; Городское сообщество; Строительные и ремонтные работы; Rap, Hip-Hop; Музыкант; Предприниматель; Программное обеспечение; Бизнес; Блогер; Недвижимость; Товары для животных; ВКонтакте; Культура; Цветы; Поэт; Музыкант; Аренда автомобилей; Строительство, ремонт; Певец"
м,3.1.1986,Воронеж,"Интернет-СМИ; Творчество; Техника, электроника; Туризм, путешествия; Городское сообщество; Юмор; Юмор; Туризм, путешествия; Соседи; Городское сообщество; Наука; Творчество; Дом культуры; Техника, электроника; Активный отдых; Творчество; Творчество; Музыка; Юмор; Фан-сообщество"
ж,,Санкт-Петербург,"Парфюмерия, косметика; Фитнес; Предприниматель; Городское сообщество; Бизнес; Приложение; Творчество; Городское сообщество; Кулинария, рецепты; Юмор; Городское сообщество; Дополнительное образование; Юмор; Юмор; Творчество; Общество; Стиль, мода; Зимние виды спорта; Парфюмерия, косметика; Товары для творчества"
м,,Москва,
м,5.6.1983,Санкт-Петербург,"Образование; Туризм, путешествия; Городское сообщество; Культура; Велосипеды; Дизайн и графика; Интернет-СМИ; Городское сообщество; Автосервис; Городское сообщество; Журналистка; Творчество; Творчество; Интернет-СМИ; Культура; Кулинария, рецепты; Культура; Юмор; Творчество; Туризм, путешествия"
ж,1.12.1985,Москва,"Обучающие курсы; Видеоигры; Культура; Литература; Игры; Творчество; Парфюмерия, косметика; Игры; Туры, экскурсии; Другие товары; Домашние и дикие животные; Творчество; Украшения, бижутерия ; Культура; Украшения, бижутерия ; Домашние и дикие животные; Литература; Игры; Другие товары; Культурный центр"
м,,Москва,
м,,Псков,"Общество; Наука; Наука; Наука; Анимация; Образование; Творчество; Кино; Кино; Обучающие курсы; Бизнес; Творчество; Блогер; Образование; Игры, игрушки; Творчество; Анимация; Программное обеспечение; Активный отдых; Творчество"
м,,Тюмень,"Юмор; Культура; Инди; Финансы; Отношения полов; Наука; Техника, электроника; Музыкальная группа; Интернет-СМИ; Юмор; Творчество; Юмор; Музыкальная группа; Программирование; Философия; Программное обеспечение; Юридические услуги; Творчество; Дискуссионный клуб; Доставка еды"
ж,,Москва,"Литература; Художница; Товары для творчества; Художница; Стиль, одежда, обувь; Стиль, мода; Творчество; Книга; Товары для творчества; Художник или художница; Творчество; Музыкальная группа; Музей, галерея, выставка; Художница; Печать, полиграфия; Другие хобби; Дом культуры; Художница; Творчество; Стиль, мода"
ж,8.11.1989,Москва,"Бизнес; Отношения полов; Библиотека; Видеоигры; Интернет-СМИ; Программирование; Видеоигры; Объявления; Творчество; Интернет-СМИ; Видеоигры; Творчество; ВКонтакте; Дизайн и графика; Фан-сообщество; Бизнес; Творчество; Видеоигры; Одежда, обувь"
м,,Санкт-Петербург,"Фотограф; Фотография; Фотография; Фотография; Наука; Интернет-СМИ; Городское сообщество; Кино; Творчество; Фотография; Фотография; Творчество; Творчество; Туризм, путешествия; Культура; Фотография; Образование; Юмор; Образование; Юмор"
м,,Санкт-Петербург,"Кино; Творчество; Дизайн и графика; Фотограф; Музыкальная группа; Сайты; Образование; Дизайн и графика; Дизайн и графика; Кулинария; Одежда, обувь"
м,,Санкт-Петербург,"Эротика; Дизайн и графика; Художник; Фотография; Автомобили; Шоу, передача; Фотография; Фотография; Спортивные товары; Музей, галерея, выставка; Юмор; Культура; Блогер; Культура; Юмор; Обмен музыкой; Юмор; Мотоциклы и другая мототехника; Интернет-СМИ; Блог"
м,,Санкт-Петербург,"Литература; Городское сообщество; Наука; Обмен музыкой; Музыкант; Творчество; Молодёжное движение; Другая музыка; Джаз; Рок; Электронная музыка; Электронная музыка; Стиль, мода; Техника, электроника; Музыкальная группа; Видеоигры; Музыкальный лейбл; Другая музыка; Электронная музыка; Другая музыка"
м,,Москва,
м,,Нижний Новгород,"Интернет-СМИ; Дискуссионный клуб; Консалтинг, бизнес-услуги; Спа-салон; Кино; Творчество; Здоровый образ жизни; Образование; Здоровый образ жизни; Политика; Юмор; Юмор; Психология; Наука; Здоровый образ жизни; Здоровый образ жизни; Здоровый образ жизни; Техника, электроника; Юмор; Здоровый образ жизни"
м,15.11.1970,Москва,"Кино; Кино; Кино; Юмор; Юмор; Поэтесса; Дизайн интерьера; Кино; Наука; Отношения полов; Философия; Туризм, путешествия; Литература; Общество; Образование; Оператор мобильной связи; Кулинария, рецепты; Бизнес; Другие хобби; Творчество"
м,17.9.1986,Санкт-Петербург,"Видеоигры; Фотография; Блог; Видеоигры; Городское сообщество; Психология; Музей, галерея, выставка; Обмен музыкой; Юмор; Фотография; Городское сообщество; Фотография; Городское сообщество; Юмор; Творчество; Программное обеспечение; Юмор; Образование; Творчество; Юмор"
ж,8.3.1989,,"Стиль, одежда, обувь; Юмор; Дизайн и графика; Фитнес; Кулинария; Книга; Наука; Туризм, путешествия; Образование; Художница; Интернет-СМИ; Городское сообщество; Стиль, одежда, обувь; Фотография; Домашние и дикие животные; Юмор; Домашние и дикие животные; Творчество; Творчество; Образование"
м,,,
м,,Санкт-Петербург,"Интернет-СМИ; Кино; Блогер; Интернет-СМИ; Блогер; Бизнес; Одежда, обувь; Одежда, обувь; Фильм; Здоровый образ жизни; Печатное издание; Фотография; Молодёжное движение; Одежда, обувь; Кино; Юмор; Юмор; Юмор; Юмор; Фотография"
м,,Санкт-Петербург,
м,,Архангельск,"Игры; Студия звукозаписи; Юмор; Видеоигры; Интернет-СМИ; Интернет-СМИ; Государственная организация; Юмор; Интернет-СМИ; Приложение; Игры; Видеоигры; Культура; Творчество; Игры; Фотография; ВКонтакте; Наука; Программное обеспечение; Строительство, ремонт"
м,,Москва,
ж,10.6.1989,Москва,Кино; Наука; Литература; Юмор; Юмор; Кино; Образование; Наука; Юмор; Кулинария; Образование; Образование; Юмор; Общественная организация; Юмор; Общество; Творчество; Дизайн интерьера; Юмор; Наука
м,,Санкт-Петербург,"Культура; Интернет-СМИ; Юмор; Видеоигры; Ювелирные изделия; Городское сообщество; Прокат; Городское сообщество; Книжный магазин; Творчество; Образование; Кино; Интернет-СМИ; Государственная организация; Музыкант; Блогер; Музыкант; Строительство, ремонт; Стример; Издательский дом"
ж,,Санкт-Петербург,"Наука; Образование; Интернет-СМИ; Бизнес; Товары для дома; Литература; Литература; Электроника; История; Образование; Электроника; Языки; Объявления; Парфюмерия, косметика; Мобильные технологии; Образование; Товары для дома; Художник; Кино; Другие хобби"
м,,Москва,"Молодёжное движение; Дом культуры; Бизнес; Группа выпускников; Художник; Музыкант; Дизайн и графика; История; Певица; Одежда, обувь; Rap, Hip-Hop; Музыкант; Творчество; Шоу, передача; Режиссёр, продюсер; Дискуссионный клуб; Телеканал; Стиль, мода; Стиль, одежда, обувь; Фотография"
м,31.1.1985,Алматы,
м,,,
м,,,"Футбольная команда; Городское сообщество; Футбол; Домашние и дикие животные; Туризм, путешествия; Футбольная команда; Туристическое агентство; Музей, галерея, выставка; Образование; Тренинг, семинар; Туризм, путешествия; История; Издательский дом; Автопроизводитель; Зимние виды спорта; Культура; Бизнес; Городское сообщество; Гостиница; Обучающие курсы"
ж,,Санкт-Петербург,"Лицей; Городское сообщество; Интернет-СМИ; Городское сообщество; Городское сообщество; Фотография; Культура; Обучающие курсы; Соседи; Городское сообщество; Творчество; Уход за собой; Соседи; Туризм, путешествия; Творчество; Творчество; Фитнес; Другие хобби; Информационный портал"
ж,,,"Родители и дети; Юмор; Юмор; Отношения полов; Образование; Бизнес; Образование; Одежда, обувь; Приложение; Приложение; Образование; Творчество; Спортивный клуб; Дизайн и графика; Бизнес; Блог; Юмор; Образование; Юмор; Образование"
м,7.9.1988,Самара,"Шоу, передача; ВКонтакте; Банк, финансовое учреждение; Комик; Юмор; Юмор; Обучающие курсы; Шоу, передача; Творчество; Банк, финансовое учреждение; Дизайн и графика; Закрытое сообщество; Закрытое сообщество; Закрытое сообщество; Производство контента; Студия звукозаписи; Закрытое сообщество; Закрытое сообщество; Закрытое сообщество; Закрытое сообщество"
м,,Люберцы,"Ювелирные изделия; Мототехника; Дом культуры; Мототехника; Приложение; Дискуссионный клуб; Одежда, обувь; Мотоциклы и другая мототехника; Мототехника; Творчество; Производство контента; Другие хобби; Мотоциклы и другая мототехника; Мотоциклы и другая мототехника; Компьютерные услуги; Видеоигры; Финансы; Финансы; Мототехника; Мототехника"
м,31.10.1984,Тайцы,"Соседи; Блогер; Программирование; Техника, электроника; Интернет-СМИ; Юмор; Бизнес; Производство, промышленность; Техника, электроника; Образование; Программирование; Программирование; Фотография; Творчество; Строительство, ремонт; Культура; Наука; Общественная организация; Художник или художница; Автомобили"
м,,,"Спортивная организация; Наука; Боевые искусства; Культурный центр; Фотография; Метал; Видеоигры; Интернет-СМИ; Фотография; Фотография; Фан-сообщество; Фотография; Метал; Юмор; Фотография; Фото- и видеосъёмка; Рок; Техника, электроника; Фотография; Юмор"
м,9.1.1988,Алматы,"Студия звукозаписи; Интернет-СМИ; Творчество; Городское сообщество; Юмор; Объявления; Интернет-СМИ; Видеоигры; Киберспортивная организация; Интернет-СМИ; Кино; Техника, электроника; Печатное издание; Творчество; Музыкальный лейбл; Творчество; Другие хобби; Кино; Интернет-СМИ; Наука"
ж,,Санкт-Петербург,"Компьютерная техника; Музыка; Творчество; Кулинария, рецепты; Юмор; Дизайн и графика; Наука; Культура; Дизайн и графика; Дизайн и графика; Наука; Другая музыка; Музыкант; Творчество; Творчество; Интернет-СМИ; Творчество; Творчество; Творчество; Настольные игры"
ж,,Санкт-Петербург,"Домашние и дикие животные; Домашние и дикие животные; Интернет-СМИ; Домашние и дикие животные; Украшения, бижутерия ; Страна; Домашние и дикие животные; Городское сообщество; Школа; Строительство, ремонт; Дизайн и графика; Художница; Домашние и дикие животные; Литература; Шоу, передача; Астрология, эзотерика; Кино; Городское сообщество; Творчество; Дизайн и графика"
ж,13.4.1987,Санкт-Петербург,"Интернет-СМИ; Кино; Место отдыха; Творчество; Туризм, путешествия; Образование; Творчество; Кино; Кино; Творчество; Фотография; Образование; Институт; Дизайн и графика; Кино; Игры; Фотография; История; Художник; Кино"
м,3.2.1995,Уфа,"Юмор; Фотография; Фотография; Фотография; Творчество; Фитнес; Культура; Дизайн и графика; Юмор; Юмор; Наука; Образование; Модель; Шоу, передача; Дизайн и графика; Образование; Игры; Автомобили; Фотография; Автомобили"
ж,,,
ж,,Санкт-Петербург,
ж,,Москва,"Литература; Молодёжное движение; Обучающие курсы; Музыкант; Юмор; Обмен музыкой; Музыкант; Блогер; Музыкант; Творчество; Философия; Литература; Юмор; Молодёжное движение; Культура; Творчество; Психология; Астрология, эзотерика; Музей, галерея, выставка; Творчество"
ж,,Санкт-Петербург,"Городское сообщество; Бизнес; Образование; Танцевальная школа; Одежда, обувь; Дизайн и графика; Дизайн и графика; Юмор; Программное обеспечение; Видеоигры; Городское сообщество; Литература; Творчество; Дизайн и графика; Городское сообщество; Свадебный салон; Объявления; Дизайн и графика; Дизайн и графика; Поиск работы"
м,,Санкт-Петербург,"Юмор; Интернет-СМИ; Философия; Беременность, роды; Бизнес; Ролевые игры; Творчество; Туризм, путешествия; Кино; Другая музыка; Джаз; Интернет-СМИ; Рок; Фотография; Культура; Однофамильцы и тёзки; Интернет-СМИ; Музыкант; Садоводство; Интернет-СМИ"
м,,Москва,"Настольные игры; Настольные игры; Настольные игры; Видеоигра; Домашние и дикие животные; Городское сообщество; Печатное издание; Культура; Видеоигра; Электроника; Образование; Настольные игры; Настольные игры; Зоопарк; Рыбалка; Электроника; Банк, финансовое учреждение; Шоу, передача; Настольные игры; Кулинария, рецепты"
м,15.11.1987,Санкт-Петербург,"Игры; Юмор; История; Интернет-СМИ; Видеоигры; Городское сообщество; Кино; Украшения, бижутерия ; Кино; Юмор; Городское сообщество; Юмор; Фотография; Творчество; Видеоигры; Юмор; Наука; Музыкальная группа; Стиль, мода; Видеоигры"
ж,24.7.1920,Москва,Юмор; Юмор; Юмор; Городское сообщество; Кино; Мобильные технологии; Фото- и видеосъёмка; Интернет-СМИ; Блогер; Образование; Творчество; Анимация; Университет; Обучающие курсы; Общественная организация; Знакомства; Юмор; Наука; Творчество; Философия
м,17.2.1979,Сыктывкар,Художник или художница; Соседи; Видеоигра; Дополнительное образование; Культура; Видеоигры; Страна; Кино; Видеоигры; Игры; Художник; Другие товары; Юмор; Видеоигра; Видеоигра; Культура; Художник; Образование; Видеоигра; Видеоигры
ж,20.9.1984,Санкт-Петербург,
ж,,,"Стиль, мода; Бухучёт и налоги; Кино; Кулинария, рецепты; Фотография; Общество; Фитнес; Диеты, здоровое питание; Государственная организация; Театр; Уход за собой; Танцевальная школа; Кино; Танцы; Отношения полов; Туризм, путешествия; Общество; Домашние и дикие животные; Кулинария, рецепты; Туры, экскурсии"
м,,Санкт-Петербург,История; Городское сообщество; Парк отдыха; Культура; Городское сообщество; Дизайн и графика; Интернет-СМИ; Дизайн и графика; Библиотека; Образование; Интернет-СМИ; Творчество; Библиотека; Дизайн и графика; Культура; Культура; Программное обеспечение; Обучающие курсы; Обучающие курсы; Обучающие курсы
ж,,Санкт-Петербург,"Астрология, эзотерика; Обучающие курсы; Отношения полов; Психология; Писательница; Блогер; Юмор; Образование; Недвижимость; Поэтесса; Салон красоты; Цветы; Общество; Психология; Городское сообщество; Кинотеатр; Литература; Культура; Юмор; Юмор"
ж,23.8.1988,Сыктывкар,"Юмор; Творчество; Юмор; Общество; Спортивные товары; Стиль, одежда, обувь; Здоровый образ жизни; Игры; Товары для творчества; Товары для творчества; Дизайнер; Украшения, бижутерия ; Фитнес; Юмор; Интеллектуальные игры; Туризм, путешествия; Другие товары; Образование; Товары для творчества; Образование"
м,24.3.1979,Санкт-Петербург,
м,,Краснодар,Юмор; Юмор; Видеоигры; Юмор; Художник; Печатное издание; Настольные игры; Юмор; Творчество; Дизайн и графика; Игры; Творчество; Видеоигры; Киберспортивная организация; Ролевые игры; Стример; Игры; Компьютерная техника; Рок; Блогер
м,,Санкт-Петербург,
м,,Санкт-Петербург,
м,6.4.1979,Санкт-Петербург,"Фитнес; Интернет-СМИ; Философия; Юмор; Мобильные технологии; Юмор; Туры, экскурсии; Страна; Литература; Студия звукозаписи; Электронная музыка; Образование; Страна; Программное обеспечение; Кафе, ресторан; Музыкант; Страна; Соседи; Гостиница; Книга"
м,9.5.1986,,"Дискуссионный клуб; Фото- и видеосъёмка; Дизайн и графика; Дом культуры; Стиль, одежда, обувь; Автомобили; Городское сообщество; Фотография; Студия звукозаписи; Производство контента; Автомобили; Образование; Творчество; Творчество; Спортивная организация; Техника, электроника; Дизайн и графика; Фотография; Электронная музыка; Дизайн и графика"
ж,18.6.1920,Санкт-Петербург,"Книга; Знакомства; Культура; Юмор; Культура; Кино; Культура; Творчество; Писатель; Туризм, путешествия; Философия; Отношения полов; Шоу, передача; Юмор; Литература; Обмен музыкой; Уход за собой; Творчество; Танцы; Городское сообщество"
