sex,bdate,city,groups_activities
м,,Москва,
ж,16.5.1902,Москва,"Строительство, ремонт; Юмор; Дизайн-студия; Творчество; Художница; Творчество; Кино; Дизайн и графика; Художница; Художник или художница; Творчество; Дизайн и графика; Дизайн интерьера; Творчество; Дизайн и графика; Домашние и дикие животные; Туризм, путешествия; Художница; Городское сообщество; Творчество"
м,5.11.1986,Ярославль,Юмор; Юмор; Юмор; Анимация; Юмор; Юмор; Интернет-СМИ; Творчество; Фан-сообщество; Юмор; Онлайн-игра; Интернет-СМИ; Фотография; Культура; Кино; Юмор; Дискуссионный клуб; Юмор; Юмор; Фотограф
м,6.9.1969,,
м,,Санкт-Петербург,"Юмор; Блог; Общество; Юмор; Активный отдых; Кино; Наука; Военное дело; Юмор; Творчество; Шоу, передача; Кино; Юмор; История; Наука; Общество; Военное дело; Дополнительное образование; Молодёжное движение; Творчество"
м,,Пинск,"Обмен музыкой; Программное обеспечение; Интернет-СМИ; Футбол; Интернет-СМИ; Музыкант; Культура; Музыкальная группа; Музыкант; Приложение; Кино; Дискуссионный клуб; Творчество; Одежда, обувь; Благотворительность; Объявления; Футбольная команда; Музыкальная группа; Велосипеды; Rap, Hip-Hop"
м,12.6.1985,Уфа,"Городское сообщество; Видеоигры; Интернет-СМИ; Электронная музыка; Военное дело; Военное дело; Видеоигры; Другая музыка; Строительство, ремонт; Джаз; Игры; Юмор; Другая музыка; Юмор; Страна; Творчество; Фотография; Наука; Музыкальная группа; Кино"
м,,Омск,
м,19.5.1987,Санкт-Петербург,"Компьютерная техника; Культура; Творчество; Творчество; Строительство, ремонт; Анимация; Фотография; Блогер; Закрытое сообщество; Обучающие курсы; Творчество; Кино; Творчество; Творчество; Творчество; Видеоигры; Игры; Фотография; Фитнес; Другие хобби"
м,9.7.1985,Москва,"Обмен музыкой; Обмен музыкой; Юмор; Вымышленный персонаж; Наука; Наука; Наука; Творчество; ВКонтакте; Стиль, одежда, обувь; Туризм, путешествия; Литература; Шоу, передача; Продукты питания, напитки; Творчество; ВКонтакте; ВКонтакте; История; Интернет-СМИ; Образование"
м,,Саратов,Художник; Художник; Художник; Художник; Фестиваль; Художник; Музыкальная группа; Бизнес; Творчество; Фестиваль; Художник; Художник; Творчество; Художник; Художник; Художница; Художник; Творчество; Дизайнер; Художник
м,17.12.1991,,
ж,21.3.1983,Санкт-Петербург,Языки; Общественная организация; Товары для творчества; Интернет-СМИ; Творчество; Настольные игры; Настольные игры; Публичная страница; Ролевые игры; Здоровый образ жизни; Настольные игры; Уход за собой; Культура; Концерт; Активный отдых; Активный отдых; Родители и дети; Игры; Игры; Театр
м,,Симферополь,"Блогер; Молодёжное движение; Дом культуры; Городское сообщество; Бизнес; Доставка еды; Интернет-провайдер; Творчество; Фотография; Игры; Интернет-СМИ; Фотография; Публичная страница; Наука; Городское сообщество; Творчество; Техника, электроника; Городское сообщество; Юмор; История"
м,17.1.1993,Санкт-Петербург,"История; Дизайн и графика; Банк, финансовое учреждение; Библиотека; Дизайн-студия; Творчество; Дизайн и графика; Интернет-СМИ; Городское сообщество; Интернет-СМИ; Бизнес; Блогер; Туризм, путешествия; Туризм, путешествия; Юмор; История; Кулинария, рецепты; Юмор; Кино; Юмор"
м,16.3.1987,Москва,"Программное обеспечение; Настольные игры; Видеоигры; Дизайн и графика; Другие хобби; Настольные игры; Другие товары; Настольные игры; Игры; Производство, промышленность; Финансы; Другие товары; Творчество; Творчество; Настольные игры; Юмор; Другие товары; Игры; Интернет-СМИ; Настольные игры"
м,3.11.1978,Санкт-Петербург,"Интернет-СМИ; Юмор; Дом культуры; Культура; История; Блог; Культурный центр; Интернет-СМИ; Интернет-СМИ; Общество; Юмор; Юмор; Программирование; Культура; Зоопарк; Интернет-СМИ; История; Туризм, путешествия; Фотография; Фотография"
м,6.6.1982,Москва,"Обучающие курсы; Дискуссионный клуб; Группа коллег; Анимация; Анимация; Молодёжное движение; Творчество; Художница; Анимация; Юмор; Дизайн и графика; Художник; Юмор; Образование; Шоу, передача; Анимация; Анимация; Художница; Музыкальная группа; Шоу, передача"
ж,,,
ж,,Москва,"Кулинария, рецепты; Юмор; Кино; Литература; Кино; Дизайн интерьера; Юмор; Фитнес; Кулинария, рецепты; Юмор; Отношения полов; Кино; Юмор; История; Образование; Наука; Юмор; Наука; Юмор; Творчество"
м,23.6.1984,Симферополь,Обмен музыкой; Блогер; Кино; Юмор; Обмен музыкой; Другая музыка; Юмор; Электронная музыка; Кино; Танцевальная музыка; Кино; Танцевальная музыка; Радиостанция; Музыка; Юмор; Обмен музыкой; Юмор; Другие хобби; Бизнес; Бизнес
м,,Санкт-Петербург,"Общество; Общество; Другие хобби; Приложение; Городское сообщество; ВКонтакте; Дом культуры; Дизайн и графика; Творчество; Городское сообщество; Другая музыка; Образование; Кино; Туристическое агентство; Городское сообщество; Приложение; Группа памяти; Творчество; Юмор; Кафе, ресторан"
ж,,Санкт-Петербург,"Образование; Творчество; Дизайн и графика; Творчество; Домашние и дикие животные; Домашние и дикие животные; Юмор; Туризм, путешествия; Знакомства; Обучающие курсы; Домашние и дикие животные; Фотография; Юмор; Дизайн и графика; Туры, экскурсии; Фотография; Наука; Домашние и дикие животные; Домашние и дикие животные; Юмор"
м,,,Другая музыка; Другая музыка; Дизайнер; Дизайн и графика; Творчество; Другая музыка; Дизайн и графика; Дизайн и графика; Творчество; Культура; Дизайн и графика; Электронная музыка; Фотография; Дизайн и графика; Дизайн и графика; Образование; Фотография; Дизайн и графика; Дизайн и графика; Творчество
ж,1.10.1988,,"Дизайн интерьера; Творчество; Другие хобби; Строительство, ремонт; Уход за собой; Творчество; Садоводство; Домашние и дикие животные; Родители и дети; Дизайн интерьера; Строительство, ремонт; Домашние и дикие животные; Государственная организация; Туризм, путешествия; Электроника; Строительство, ремонт; Образование; Интернет-СМИ; Юмор; Строительство, ремонт"
м,,Москва,Творчество; Обмен музыкой; Электронная музыка; Творческое объединение; Творчество; Программное обеспечение; Издательский дом; Дополнительное образование; Писатель; ВКонтакте; Спорт; Музыка
м,,Санкт-Петербург,"Игры; Видеоигры; Видеоигры; Творчество; Фан-сообщество; Игры; Видеоигры; Киберспортивная организация; Видеоигры; Кулинария, рецепты; Юмор; Киберспорт; Творчество; Вымышленный персонаж; Дизайн и графика; Игры; Видеоигра; Модель; Модель; Юмор"
м,,Новосибирск,"Боевые искусства; Студия звукозаписи; Музыка; Интернет-СМИ; Интернет-СМИ; Кино; Шоу, передача; Культура; Музыкальный лейбл; Другая музыка; Городское сообщество; Музыкальный лейбл; Видеоигры; Видеоигры; Фан-сообщество; Кино; Городское сообщество; Спортивная организация; Музыкальный лейбл; Видеоигры"
м,23.5.1923,,"Другие товары; Дом культуры; Творчество; Эротика; Юмор; Автовладельцы; Видеоигры; Наука; Юмор; Видеоигры; Блогер; Мобильные технологии; Автовладельцы; Бизнес; Кино; Юмор; Юмор; Шоу, передача; Видеоигры; Творчество"
ж,,Гомель,"Юмор; Юмор; Юмор; Юмор; Культурный центр; Онлайн-игра; Творчество; Образование; Одежда, обувь; Анимация; Творчество; Фотография; Дизайн и графика; Писательница; Творчество; Интернет-СМИ; История; Юмор; Театр; Дизайн и графика"
м,,Москва,"Дизайн и графика; Настольные игры; Творчество; Кулинария; Украшения, бижутерия ; Настольные игры; Настольные игры; Другие услуги; Видеоигры; Печать, полиграфия; Наука; Ролевые игры; Другие хобби; Настольные игры; Игры; Игры; Кафе, ресторан; Шоу, передача; Игры; Игры"
м,12.6.1990,Новосибирск,
м,,Ижевск,"Фотография; Фотография; Юмор; Стиль, одежда, обувь; Стиль, одежда, обувь; Фотография; Фотография; Юмор; Юмор; Творчество; Творчество; Юмор; Образование; Фотография; Юмор; Блог; Образование; Образование; Творчество; Стиль, одежда, обувь"
м,,Москва,
м,25.5.1993,Санкт-Петербург,Игры; Игры; Фотография; Игры; Творчество; Музыка; Музыкальная группа; Студия звукозаписи; Фотография; Поиск работы; Музыкальная группа; Музыкальный лейбл; Фотограф; Музыкант; Музыкант; Музыкальная группа; Дизайнер; Другая музыка
ж,,,
ж,,Москва,Творчество; Электронная музыка
м,23.6.1990,Москва,"Отношения полов; Общественная организация; Фотография; Юмор; Кино; Поиск работы; Танцевальная музыка; Кинотеатр; Юмор; Интернет-СМИ; Театр; Мобильные технологии; Знакомства; Наука; Блогер; Дизайн и графика; Университет; Строительные материалы, инструменты; Стиль, одежда, обувь; Строительство, ремонт"
м,,Казань,"Студия звукозаписи; Кино; Интернет-СМИ; Фотография; Дизайн и графика; Интернет-СМИ; Образование; Интернет-СМИ; Футбол; Телеканал; Кино; Юмор; Интернет-СМИ; История; Волейбол; Кино; Домашние и дикие животные; Творчество; Шоу, передача; Спортивная организация"
м,3.11.1983,Калининград,"Юмор; Кулинария, рецепты; Наука; Наука; Туризм, путешествия; Уход за собой; Интернет-СМИ; Интернет-СМИ; Городское сообщество; Интернет-СМИ; Государственная организация; Наука; Фотография; Образование; Фотография; Фото- и видеосъёмка; Наука; Городское сообщество; Юмор; Фотография"
м,,,
ж,,Тольятти,"Юмор; Образование; Юмор; Мобильные технологии; Юмор; Творчество; Творчество; Творчество; Другая музыка; Творчество; Дом культуры; Творчество; Юмор; Зоопарк; Публичная страница; Туризм, путешествия; Одежда, обувь; Творчество; Блогер; Продукты питания, напитки"
м,,,
м,,Санкт-Петербург,"Юмор; Интернет-СМИ; Интернет-СМИ; Интернет-СМИ; Печатное издание; Строительные и ремонтные работы; Строительные и ремонтные работы; Городское сообщество; Юмор; Интернет-СМИ; Гостиница; Городское сообщество; Обучающие курсы; Школа; Интернет-СМИ; Производство контента; Городское сообщество; Фото- и видеосъёмка; Техника, электроника; Кино"
м,,Екатеринбург,Кино; Другая музыка; Литература; Образование; Интернет-СМИ; Издательский дом; Наука; Наука; Интернет-СМИ; Танцевальная музыка; Интернет-СМИ; Наука; Фестиваль; Фан-сообщество; Образование; Блогер; Образование; Образование; Общественная организация; Культура
м,28.5.1988,Москва,
ж,30.5.1988,Москва,"Фотография; Городское сообщество; Интернет-СМИ; Игры; Творчество; Культура; Юмор; Юмор; Юмор; Общество; Юмор; Юмор; Знакомства; Фотография; Фотография; Юмор; Юмор; Юмор; Астрология, эзотерика; Стиль, мода"
м,,Санкт-Петербург,"Эротика; Образование; Образование; История; Обучающие курсы; Фотография; Фан-сообщество; Языки; Эротика; Кино; Туризм, путешествия; Общественная организация; Анимация; Фотография; Кино; Обучающие курсы; Публичная страница; Культура; Кино"
м,22.2.1992,Санкт-Петербург,"Юмор; Юмор; Юмор; Юмор; Юмор; Кафе, ресторан; ВКонтакте; Финансы; Игры; Активный отдых; Юмор; Видеоигры; Видеоигры; Городское сообщество; Видеоигры; Видеоигры; Дизайн и графика; Образование; Творчество; Анимация"
м,,Санкт-Петербург,"Домашние и дикие животные; Организация праздников; Музыка; Парфюмерия, косметика; Строительство, ремонт; Фото- и видеосъёмка; Приложение; Фото- и видеосъёмка; Образование; Эротика; Философия; Блогер; Городское сообщество; Интернет-СМИ; Творчество; Эротика; Городское сообщество; Фитнес; Эротика; Родители и дети"
ж,21.8.1988,,
м,,Пенза,"Домашние и дикие животные; Юмор; Литература; Дизайн интерьера; Другая музыка; Кино; Автомобили; Кулинария, рецепты; Дизайн интерьера; Автовладельцы; Дизайн интерьера; Строительство, ремонт; Юмор; Литература; Юмор; Юмор; Туризм, путешествия; Отношения полов; Страна; Спортивная организация"
м,,Москва,"Кино; Общество; Юмор; Кино; Банк, финансовое учреждение; Дизайн и графика; Электроника; Банк, финансовое учреждение; Языки; Певица; Видеоигра; Шоу, передача; Юмор; Государственная организация; Оператор мобильной связи; Государственная организация; Юмор; Юмор; Доставка еды; Платёжная система"
ж,3.6.1989,Москва,"Образование; Соседи; Товары для дачи, огорода; Видеоигры; Творчество; Туризм, путешествия; Садоводство; Домашние и дикие животные; Туризм, путешествия; Образование; Юмор; Творчество; Видеоигры; Наука; Садоводство; Юмор; Видеоигры; Туризм, путешествия; Туризм, путешествия; Видеоигры"
м,15.11.1989,Курган,"Юмор; Юмор; Юмор; Юмор; Образование; Юмор; Наука; Юмор; Юмор; Кино; ВКонтакте; Творчество; Астрология, эзотерика; Фото- и видеосъёмка; Общество; Творчество; Наука; Образование; Музыкальная группа; Домашние и дикие животные"
м,,Новороссийск,"Кино; Дом культуры; Видеоигры; Эротика; Музыкант; Фотограф; Программное обеспечение; Фотография; Закрытое сообщество; Знакомства; Фотограф; Городское сообщество; Кино; Туризм, путешествия; Эротика; Кафе, ресторан; Городское сообщество; Рок; Игры; Модельное агентство"
м,,Москва,"Философия; Культура; Фотография; Приложение; Культура; Наука; Фотография; Анимация; Активный отдых; Другие виды спорта; Дизайн-студия; Туризм, путешествия; Место отдыха; Творчество; Туризм, путешествия; Другие товары; Экстремальный спорт; Культурный центр; Дизайн-студия; Дизайн и графика"
м,17.10.1988,Каменск-Уральский,"Юмор; Городское сообщество; Видеоигры; Фотография; Киберспортивная организация; Видеоигры; Игры, игрушки; Музыкальная группа; Эротика; Игры, игрушки; Интернет-СМИ; Видеоигры; Культура; Городское сообщество; Интернет-СМИ; Творчество; Фото- и видеосъёмка; Фото- и видеосъёмка; Культура; Образование"
м,,Москва,"Аптека, оптика; Обучающие курсы; Дизайн и графика; Предприниматель; Туризм, путешествия; Приложение; Интернет-СМИ; Ролевые игры; Программное обеспечение; Образование; Юмор; Интернет-СМИ; Интернет-СМИ; Бизнес; Бизнес; Бизнес; Юмор; Бизнес; Программирование; Дизайн и графика"
м,24.4.1992,Санкт-Петербург,"Видеоигры; Обмен музыкой; Кино; Здоровый образ жизни; Интернет-СМИ; Продукты питания, напитки; Товары для дома; Финансы; Активный отдых; Туризм, путешествия; Футбол; Творчество; Интернет-СМИ; Футбольная команда; Банк, финансовое учреждение; Мобильные технологии; ВКонтакте; Литература; Видеоигры; Фитнес"
м,20.6.1985,Москва,"Юмор; Юмор; Юмор; Юмор; Туризм, путешествия; Спортивные товары; Домашние и дикие животные; Видеоигры; Кино; Юмор; Активный отдых; Программирование; Юмор; Юмор; Творчество; Политика; Туризм, путешествия; Туризм, путешествия; Туризм, путешествия; Туризм, путешествия"
м,,,"Одежда, обувь; Дом культуры; Публичная страница; Творчество; Обмен музыкой; Юмор; Юмор; Строительство, ремонт; Дизайн и графика; Творчество; Фотография; Образование; Философия; Творчество; Творчество; Дизайн-студия; Дизайн интерьера; Другая музыка; Творчество; Творчество"
м,4.6.1984,Санкт-Петербург,Ведущий; Недвижимость; Юридические услуги; Юмор; Игры; Недвижимость; Реклама; Недвижимость; ВКонтакте; Активный отдых; Фотография; Недвижимость; Бизнес; Блогер; Недвижимость; Городское сообщество; Интернет-СМИ; Печатное издание; Литература; Юмор
ж,,Санкт-Петербург,"Домашние и дикие животные; Творчество; Бизнес; Государственная организация; Блог; Стиль, одежда, обувь; Образование; Творчество; Наука; Библиотека; Образование; Туристическое агентство; Фото- и видеосъёмка; Писатель или писательница; Культурный центр; Дискуссионный клуб; Наука; Творчество; Товары для творчества; Спортивная организация"
м,,Брянск,
ж,,Санкт-Петербург,"Издательский дом; Интернет-СМИ; Ювелирные изделия; Издательский дом; Печатное издание; Музыкант; Одежда, обувь; Продукты питания, напитки; Украшения, бижутерия ; Кино; Библиотека; Дискуссионный клуб; Школа; Издательский дом; Бар, паб; Книжный магазин; Фитнес-центр; Блог; Фотография; Блогер"
м,24.11.1987,Москва,Игры; Юмор; Юмор; Интернет-СМИ; Юмор; Интернет-СМИ; Юмор; Юмор; Интернет-СМИ; Интернет-СМИ; Книга; Фан-сообщество; Активный отдых; Юмор; Юмор; Интернет-СМИ; Юмор; Юмор; История; Юмор
м,11.7.1982,,"Религия; Соседи; Интернет-СМИ; Благотворительность; Религиозное учреждение; Сайты; Интернет-СМИ; Фотография; Одежда, обувь; Религиозное учреждение; Религия; Группа коллег; Городское сообщество; Творчество; Ювелирные изделия; Творчество; Украшения, бижутерия ; Музыкальная группа; Наука; Религия"
ж,,,"Юмор; Психология; Зоопарк; Наука; Творчество; Философия; Интернет-СМИ; Юмор; Дизайн и графика; Шоу, передача; Юмор; Образование; Юмор; Поэт или поэтесса; Творчество; Интернет-СМИ; Художница; Образование; Творчество; Дизайн и графика"
м,31.1.1986,Москва,"Дизайн и графика; Дискуссионный клуб; Блог; Техника, электроника; Дискуссионный клуб; Творчество; Блог; Закрытое сообщество; Юмор; Блогер; Видеоигры; Анимация; Видеоигры; Видеоигры; Творчество; Творчество; Образование; Творчество; Творчество; Творчество"
м,,,
ж,,Санкт-Петербург,"Университет; Блогер; Дополнительное образование; Театр; Консалтинг, бизнес-услуги; Обучающие курсы; Театр; Производство, промышленность; Культурный центр; Образование; Юмор; Интернет-СМИ; Образование; Обучающие курсы; Дизайн-студия; Психология; Спортивная организация; Институт; Парфюмерия, косметика; Школа"
м,,Санкт-Петербург,"Культура; Дизайн и графика; Творчество; Дополнительное образование; Философия; Фотография; Фотография; Фотография; Фотография; Фотография; Стиль, одежда, обувь; Юмор; Юмор; Творчество; Поиск работы; Дизайн и графика; Дизайн и графика; Дизайн и графика; Городское сообщество; Творчество"
м,10.3.1991,Москва,Образование; Родители и дети; Видеоигры; Образование; Видеоигры; Юмор; Кино; Анимация; Юмор; Юмор; Культура; Игры; Настольные игры; Образование; Видеоигры; Видеоигры; Кино; Юмор; Фотография; Фотография
ж,11.4.1986,Санкт-Петербург,"Туризм, путешествия; Бизнес; Печатное издание; Государственная организация; Творчество; История; Туры, экскурсии; Фестиваль; Строительство, ремонт; Творчество; Анимация; Банк, финансовое учреждение; Туризм, путешествия; Общество; ВКонтакте; Фестиваль; Культура; Строительные материалы, инструменты; Государственная организация; Интернет-СМИ"
м,3.2.1988,Екатеринбург,"Производство, промышленность; Сайты; Бар, паб; Салон красоты; Музыкант; Культура; Городское сообщество; Другая музыка; Юмор; Другие товары; Реклама; Музыкант; Музыка; Приложение; Одежда, обувь; Стоматология; Бар, паб; ВКонтакте; Дизайнер; Интернет-СМИ"
ж,,Москва,"Творчество; Творчество; Блогер; Творчество; Образование; Образование; Творчество; Дизайн и графика; Другие хобби; Фото- и видеосъёмка; Музыкант; Творчество; Творчество; Закрытое сообщество; Стиль, одежда, обувь; Творчество; Дополнительное образование; Творчество; Здоровый образ жизни; Творчество"
м,14.12.1984,Нижний Новгород,"Спортивные товары; Творчество; Фитнес; Спортивная одежда и обувь; Экстремальный спорт; Спортивные товары; Кино; Кино; Дискуссионный клуб; Культура; Другие виды спорта; Отношения полов; Кино; Кино; Салон красоты; Здоровый образ жизни; Экстремальный спорт; Фитнес; Кино; Стиль, мода"
м,,Тюмень,"Культура; Архив; Творчество; Музыкальная группа; Музей, галерея, выставка; Юмор; Городское сообщество; Фотография; Юмор; Видеоигра; Программное обеспечение; Культура; Анимация; Фотография; Бизнес; Соседи; Творчество; Музыкальная группа; Игры; Общественный деятель"
м,19.7.1989,Москва,"Боевые искусства; Спортивная организация; Интернет-СМИ; Юмор; Туризм, путешествия; Игры, игрушки; Другие товары; Велосипеды; Одежда, обувь; Блогер; Юмор; Юмор; Дизайн интерьера; Юмор; Образование; Дизайн и графика; Метал; Творчество; Творчество; Образование"
м,22.8.1991,,Юмор; Образование; Другие хобби; Юмор; Философия; Творчество; Игры; Кино; Программирование; Юмор; Фан-сообщество; Юмор; Писатель или писательница; Интернет-СМИ; Творчество; Университетский спорт; Фан-сообщество; Культура; Объявления; Игры
м,,,
м,,Санкт-Петербург,Художница; Творчество; Общество; Дизайн и графика; Обучающие курсы; Молодёжное движение; Культурный центр; Культура и искусство; Программирование; Программирование; Компьютерная техника; Творчество; Образование; Творчество; Творчество; Фотография; Другие хобби; Дизайн и графика; Образование; Блог
ж,,Москва,
м,,Хабаровск,"Блогер; Страна; Военное дело; Интернет-СМИ; Дискуссионный клуб; Интернет-СМИ; Наука; Юмор; Военное дело; Интернет-СМИ; Финансовые рынки; Интернет-СМИ; Активный отдых; Наука; Финансовые рынки; Активный отдых; Строительные и ремонтные работы; Производство, промышленность; Активный отдых; Наука"
м,,Москва,"Печатное издание; Интернет-СМИ; Здоровый образ жизни; Дизайн и графика; Государственная организация; Туризм, путешествия; Городское сообщество; Инди; Здоровый образ жизни; Здоровый образ жизни; Обучающие курсы; Творчество; Культура; Творчество; Дизайн и графика; Дизайн и графика; Дизайн интерьера; Кулинария, рецепты; Образование; Творчество"
м,,Обнинск,"Юмор; Домашние и дикие животные; Туризм, путешествия; Институт; Юмор; Литература; Видеоигры; Фотография; Электронная музыка; Товары для творчества; Домашние и дикие животные; Общество; Творчество; Программное обеспечение; Товары для творчества; История; Сайты; Дизайн и графика; Критик; Дизайн и графика"
ж,,Санкт-Петербург,
м,10.7.1987,Москва,"Дизайн и графика; Кулинария, рецепты; Культурный центр; Дизайн и графика; Дизайн и графика; Фотография; Стиль, одежда, обувь; Кулинария, рецепты; Творчество; Музей, галерея, выставка; Художник; Творчество; Фотография; Дизайн и графика; Творчество; Игры, игрушки; Учёный, преподаватель; Одежда, обувь; Дизайн и графика; Одежда, обувь"
м,18.2.1989,Москва,
м,,,Видеоигры; Автосалон; Дискуссионный клуб; Юмор; Фан-сообщество; Городское сообщество; Творчество; Спортивная одежда и обувь; Музыкальная группа; Кино; Государственная организация; Объявления; Дом культуры; Городское сообщество; Автомобили; Городское сообщество; Радиостанция; Музыкальная группа; Группа памяти; История
ж,,,
м,,,
м,,Москва,"Игры; Танцевальная музыка; Техника, электроника; Видеоигры; Техника, электроника; Электронная музыка; Видеоигры; Видеоигры; Фотография; Видеоигры; Сайты; Киберспортивная организация; Кино; Наука; Фотография; Фотография; Музыка; Другие хобби; Творчество; Обучающие курсы"
м,,Санкт-Петербург,"Общество; Интернет-СМИ; Культурный центр; Городское сообщество; Бар, паб; Интернет-СМИ; Дизайн и графика; Веб-студия; Кулинария, рецепты; Танцевальная музыка; Дизайнер; Продажа билетов, бронирование гостиниц; Кафе, ресторан; Юмор; Дизайн и графика; Ночной клуб; Юмор; Обучающие курсы; Обучающие курсы; Бар, паб"
м,,Санкт-Петербург,"Видеоигры; Кулинария, рецепты; Юмор; Городское сообщество; Кулинария, рецепты; Видеоигра; Интернет-СМИ; Группа коллег; Юмор; Юмор; Видеоигры; Видеоигры; Дом культуры; Городское сообщество; Электроника; Программное обеспечение; Объявления; Стример; Юмор; Компьютерная техника"
м,,Санкт-Петербург,"Знакомства; Юмор; Юмор; Фотография; Шоу, передача; Культура; Страна; Творчество; Творчество; ВКонтакте; Украшения, бижутерия ; Литература; Одежда, обувь; Дизайнер; Одежда, обувь; Танцы; Интернет-СМИ; Печать, полиграфия; Консалтинг, бизнес-услуги; Культура"
м,15.2.1988,Подольск,"Строительство, ремонт; Эротика; Место отдыха; Образование; Бизнес; Приложение; Бизнес; Дискуссионный клуб; Бизнес; Городское сообщество; Публичная страница; Группа сокурсников; Комик; Консалтинг, бизнес-услуги; Техника, электроника; Бизнес; Программное обеспечение; Бизнес; Стиль, одежда, обувь; Образование"
м,17.1.1985,Санкт-Петербург,"Творчество; Поэтесса; Поэт или поэтесса; Наука; Творчество; Эротика; Творчество; Композитор; Культурный центр; Культура; Литература; Фотография; Активный отдых; Туризм, путешествия; Фотография; Дизайн интерьера; Туризм, путешествия; Информационный портал; Образование; Видеоигры"
м,,Санкт-Петербург,
м,12.4.1984,Балашиха,"Видеоигры; Настольные игры; Юмор; Домашние и дикие животные; Музыкальная группа; Культура; Настольные игры; Творчество; Видеоигры; Юмор; Творчество; Строительство, ремонт; Видеоигры; Игры; Юмор; Творчество; Кино; Настольные игры; Настольные игры; Дизайн интерьера"
м,,Москва,
м,,Москва,
м,29.4.1988,Иркутск,
м,,Санкт-Петербург,
м,,Санкт-Петербург,Спортивная организация; Фотография; Кино; Видеоигры; Военное дело; Видеоигры; Культура; Студия звукозаписи; Блогер; Интернет-СМИ; Телеканал; Программное обеспечение; Игры; Видеоигры; Кино; Сайты; Кино; История; Интернет-СМИ; Игры
м,,Москва,
ж,,Санкт-Петербург,"Родители и дети; Место отдыха; Одежда, обувь; Концертный зал; Продукты питания, напитки; Издательский дом; Обучающие курсы; Обучающие курсы; Обучающие курсы; Дизайн и графика; Дизайн и графика; Интернет-СМИ; Домашние и дикие животные; Кино; Бар, паб; Туристическое агентство; Танцовщица; Литература; Тату-салон"
м,17.3.1987,Москва,"Услуги для автовладельцев; Языки; Юмор; Юмор; Шоу, передача; Учёный, преподаватель; Автомобили; Банк, финансовое учреждение; Творчество; Городское сообщество; Художник; Бизнес; Творчество; Банк, финансовое учреждение; Автосервис; Банк, финансовое учреждение; Режиссёр, продюсер; Ремонтная мастерская; Услуги для автовладельцев; Бизнес"
м,24.7.1989,Ступино,
м,,Санкт-Петербург,"Интернет-СМИ; Интернет-СМИ; Техника, электроника; Техника, электроника; Интернет-СМИ; Военное дело; Интернет-СМИ; Интернет-СМИ; Мебель; Юмор; Юмор; Программирование; Интернет-СМИ; Образование; Страна; Наука; Туризм, путешествия; Домашние и дикие животные; Туризм, путешествия; Интернет-СМИ"
м,19.9.1919,,"Культура; Печатное издание; Охота; Кино; Реклама; Место отдыха; Другая музыка; Наука; Наука; Метал; Дизайн интерьера; Музыкант; Туризм, путешествия; Издательский дом; Культура; Наука; Учёный, преподаватель; Другая музыка; Украшения, бижутерия ; Стиль, мода"
м,,Москва,Домашние и дикие животные; Кино; Кино; Блогер; Кино; Юмор; Кино; Юмор; Литература; Общество; Юмор; Кино; Кино; Игры; Игры; Юмор; Юмор; Образование; Юмор; Юмор
м,,Кизел,"Вымышленный персонаж; Городское сообщество; Фан-сообщество; Вымышленный персонаж; Программирование; Приложение; Фотография; Строительство, ремонт; Сайты; Наука; Кино; Творчество; Сайты; Дизайн и графика; Образование; Образование; Творчество; Техника, электроника; Техника, электроника; Творчество"
