sex,bdate,city,groups_activities
м,15.11.1984,Новочеркасск,
м,,,
м,7.11.1992,Санкт-Петербург,Финансы; Реклама; Программирование; Интернет-СМИ; Предприниматель или предпринимательница; Дополнительное образование; Юмор; Юмор; Юмор; Дискуссионный клуб; Юмор; Реклама; Наука; Квест; Юмор; Интернет-СМИ; Юмор; Финансы; Творчество; Комик
м,,Санкт-Петербург,"Интернет-СМИ; Строительные материалы, инструменты; Общество; Одежда, обувь; Дизайн и графика; Юмор; Одежда, обувь; Техника, электроника; Дизайн и графика; Видеоигры; Творчество; Другие хобби; Юмор; Одежда, обувь; Стиль, мода; Творчество; Стиль, одежда, обувь; Литература; Другие товары; Одежда, обувь"
м,,Москва,Творчество; Творчество; Летний лагерь ; Дизайн-студия; Интернет-СМИ; Дом культуры; Эротика; Художник или художница; Творчество; Художница; Фотография; Место отдыха; Творчество; Игры; Музыкальная группа; Блогер; Модель; Фотограф; Фотограф; ВКонтакте
ж,,Москва,Писательница; Книга; Юмор; Издательский дом; Юмор; Художница; Художница; Библиотека; Литература; Художник или художница; Писательница; Художница; Художница; Творчество; Закрытое сообщество; Художница; Дизайн и графика; Художник; Художница; Зоопарк
м,14.8.1989,Симферополь,Интернет-СМИ; Боевые искусства; Студия звукозаписи; Кино; Обмен музыкой; Городское сообщество; Юмор; Объявления; Другие товары; Юмор; Литература; Дизайн и графика; Юмор; Интернет-СМИ; Отношения полов; Поиск работы; Игры; Подготовка к свадьбе; Творчество; Юмор
ж,,Москва,"Блогер; Юмор; Здоровый образ жизни; Блогер; Юмор; Творчество; Городское сообщество; Творчество; Интерьер; Кино; Игровая студия; Городское сообщество; Туризм, путешествия; Творчество; Туризм, путешествия; Дизайн и графика; Фото- и видеосъёмка; Блогер; Молодёжное движение; Дизайн интерьера"
м,,Санкт-Петербург,"Программное обеспечение; ВКонтакте; Творчество; Городское сообщество; Туризм, путешествия; Культурный центр; Место отдыха; Фотография; Творчество; Творчество; Творчество; Культура; Творчество; Дизайн и графика; Культура; Творчество; Творчество; Анимация; Творчество; Творчество"
ж,30.5.1985,Москва,
м,20.3.1983,Санкт-Петербург,"Видеоигры; Метал; Автомобили; Автомобили; Знакомства; Другая музыка; Поиск работы; Эротика; Культурный центр; Обмен музыкой; Метал; Интернет-СМИ; Другая музыка; Видеоигры; Метал; Музыкальный лейбл; Видеоигры; Туризм, путешествия; Фотограф; Фотография"
м,18.6.1991,Москва,
ж,,Москва,"Туризм, путешествия; Психолог; Блогер; Обмен музыкой; Творчество; Юмор; Фильм; Кино; Туризм, путешествия; Юмор; Анимация; Юмор; Юмор; Автовладельцы; Юмор; Отношения полов; Блогер; Юмор; Интернет-СМИ; Интернет-СМИ"
м,,Набережные Челны,
м,,Санкт-Петербург,"Литература; Литература; Видеоигра; Фильм; Общество; Группа коллег; Городское сообщество; Общественный деятель; ВКонтакте; Библиотека; Интернет-СМИ; Rap, Hip-Hop; Блогер; Литература; Литература; Литература; Литература; Театр; Литература; ВКонтакте"
м,,Москва,
м,10.5.1983,Ставрополь,
м,,Санкт-Петербург,"Дизайн и графика; Литература; Юмор; Шоу, передача; Интернет-СМИ; Дизайн и графика; Другая музыка; Группа коллег; Наука; Дизайн и графика; Видеоигры; Юмор; Наука; Видеоигры; Дизайн и графика; Дизайн и графика; Видеоигры; Художник или художница; Видеоигры; Философия"
м,1.11.1982,Нижний Новгород,Творчество; Блогер; Городское сообщество; Дизайн и графика; Дизайн и графика; Дизайн и графика; Фотограф; Творчество; Дизайн и графика; Творчество; Творчество; Творчество; Дизайн и графика; Дизайн и графика; Организация праздников; Дом культуры; Дизайн и графика; Философия; Дизайн и графика; Дизайн и графика
м,,Санкт-Петербург,
ж,4.5.1991,,
ж,,Москва,"Интернет-СМИ; Дизайн и графика; Интернет-СМИ; Бизнес; Философия; Бизнес; Дом культуры; Туризм, путешествия; Бизнес; Бизнес; Бизнес; Юмор; Интернет-СМИ; Интернет-СМИ; Бизнес; Кулинария, рецепты; Стиль, одежда, обувь; Фотография; Образование; Блогер"
ж,28.8.1987,Москва,"Юмор; Интернет-СМИ; Дополнительное образование; Литература; Химчистка, прачечная; Приложение; Программное обеспечение; Дизайн и графика; Реклама; Обучающие курсы; Реклама; Интернет-СМИ; Соседи; Государственная организация; Обучающие курсы; Реклама; Городское сообщество; Юридические услуги; Обучающие курсы; Дизайн и графика"
м,10.1.1987,Москва,Дом культуры; Юмор; Юмор; Юмор; Спортивный клуб; Программирование; Экстремальный спорт; Философия; Юмор; Активный отдых; Экстремальный спорт; Творчество; Культура; Программное обеспечение; Спортивный клуб; Общество; Туристическое агентство; Домашние и дикие животные; Спортивная организация
ж,,Казань,"Родители и дети; Фотограф; Игры; Дискуссионный клуб; Блогер; Музыкант; Комик; Приложение; Другие товары; Стиль, одежда, обувь; Дизайн интерьера; Здоровый образ жизни; Творчество; Городское сообщество; Художник; Обучающие курсы; Домашние и дикие животные; Художница; Актёр; Летний лагерь "
м,8.10.1982,Нижний Новгород,Певец; Производство контента; Блог; Фотография; Программное обеспечение; Политика; Блогер; Юмор; Предприниматель; Интернет-СМИ; Программное обеспечение; Активный отдых; Кино; Творчество; ВКонтакте; Приложение; Программное обеспечение; Музыкант; Государственная организация; Религия
м,,Санкт-Петербург,"Интернет-СМИ; Страна; Видеоигры; Творчество; Творчество; Культура; Творчество; Туризм, путешествия; Объявления; Городское сообщество; Дизайн и графика; Творчество; Кино; Фан-сообщество; Культура; Программирование; Страна; Культура; Страна; Литература"
ж,,Санкт-Петербург,"Творчество; Музей, галерея, выставка; Образование; Одежда, обувь; Городское сообщество; История; Творчество; Обучающие курсы; Юмор; Фан-сообщество; Юмор; Музыка; Кино; Городское сообщество; Образование; История; Творчество; Тату-салон; Кино; Городское сообщество"
ж,,Москва,Фотография; Фотография; Фотография; Творчество; Психолог; Кино; Фото- и видеосъёмка; Дискуссионный клуб; Фото- и видеосъёмка; Фото- и видеосъёмка; Творчество; Фотография; Фотография; Юмор; Фотограф; Фотография; Фото- и видеосъёмка; Фото- и видеосъёмка; Дизайн интерьера; Фотография
м,,Санкт-Петербург,"Наука; Кино; Творчество; Кино; Интернет-СМИ; Городское сообщество; Кино; Другая музыка; Обмен музыкой; Кино; Джаз; Культура; Инди; Музыкант; Закрытое сообщество; Рок; Фан-сообщество; Туризм, путешествия; Метал; Общественная организация"
ж,29.4.1985,Тюмень,"Бизнес; Интернет-СМИ; Культура; Музыкант; Культура; Культурный центр; Салон красоты; Стиль, одежда, обувь; Творчество; История; Культура; Культура; Творчество; Фотография; Домашние и дикие животные; Студия звукозаписи; Фотография; Кино; Городское сообщество; Рок"
м,,Санкт-Петербург,Юмор; Кино; Юмор; Образование; Юмор; Обмен музыкой; Кино; Городское сообщество; Образование; Творчество; Электроника; Юмор; Юмор; Инди; Рок; Зоопарк; Обучающие курсы; Обучающие курсы; Творчество; Обмен музыкой
м,,Москва,
м,,Иваново,Автовладельцы; Видеоигра; Городское сообщество; Интернет-СМИ; Творчество; Автосервис; Художница; Творчество; Группа коллег; Творчество; Образование; Интернет-СМИ; Дизайн и графика; Уход за собой; Юмор; Дизайн и графика; Мототехника; Мототехника; Мотоциклы и другая мототехника; Юмор
м,25.8.2000,Санкт-Петербург,"Юмор; Творчество; Блогер; Автомобили; Общество; Юмор; Творчество; Юмор; Видеоигра; Производство, промышленность; Государственная организация; Политика; Кино; Техника, электроника; Творчество; Юмор; Техника, электроника; Блогер; Игры; Юмор"
м,8.7.1989,Москва,"Юмор; ВКонтакте; ВКонтакте; Вымышленный персонаж; Танцевальная музыка; ВКонтакте; Творчество; Банк, финансовое учреждение; Телеканал; Здоровый образ жизни; Философия; Туризм, путешествия; Образование; Кино; Кино; Творчество; Танцевальная музыка; Философия; Образование; Другие хобби"
м,22.4.1986,Пермь,"Товары для животных; Автосалон; Автосалон; Автосалон; Автосалон; Товары для животных; Торговый центр; Грузоперевозки; Оборудование; Автосалон; Обучающие курсы; Туристическое агентство; Мебель; Другие товары; Товары для животных; Оборудование; Товары для дома; Баня, сауна; Производство, промышленность; Спа-салон"
ж,,,Художник; Домашние и дикие животные; Видеоигра; Художница; Фан-сообщество; Художница; Творчество; Игры; Творчество; Домашние и дикие животные; Художник или художница; Фан-сообщество; Фотография; Творчество; Фотография; Художник или художница; Фотография; Блогер; Писательница; Видеоигры
м,30.11.1983,Севастополь,"Дом культуры; Шоу, передача; Образование; Консалтинг, бизнес-услуги; Отношения полов; Шоу, передача; Комик; Дизайн и графика; DJ; Товары для праздников; Юмор; Бизнес; Комик; Программное обеспечение; Общество; Философия; Бизнес; Творчество; Астрология, эзотерика; Интернет-СМИ"
м,21.1.1988,Новосибирск,Театр; Фотография; Блогер; Юмор; Другие хобби; Комик; Юмор; Наука; Юмор; Активный отдых; Программное обеспечение; Эротика; Игры; Эротика; Юмор; Товары для взрослых; Фан-сообщество; Юмор; Городское сообщество; Обучающие курсы
м,27.5.1974,Белгород,"Кино; Строительство, ремонт; Дизайн интерьера; Юмор; Творчество; Банк, финансовое учреждение; Творчество; Городское сообщество; Кино; Кино; Творчество; Образование; Фотография; Дизайн интерьера; Блог; Другие виды спорта; Программирование; Образование; Фотография; Интернет-СМИ"
ж,,Москва,"Юмор; Дизайн интерьера; Комик; Творчество; Культурный центр; Городское сообщество; Книжный магазин; Дизайн и графика; Интернет-СМИ; Юмор; Культура; Городское сообщество; Дизайн интерьера; Культурный центр; Образование; Интернет-СМИ; Культура; Туризм, путешествия; Поэт; Культурный центр"
м,,Санкт-Петербург,"Литература; Образование; Юмор; Интернет-СМИ; Интернет-СМИ; Образование; Городское сообщество; Интернет-СМИ; Бизнес; Городское сообщество; Литература; Медицина; Интернет-СМИ; Образование; Юмор; Туризм, путешествия; Программирование; Интернет-СМИ; Фотография; Интернет-СМИ"
ж,,Санкт-Петербург,"Интернет-СМИ; Юмор; Юмор; Образование; Фотография; Спортивная организация; Кино; Творчество; Юмор; Творчество; Образование; Другие хобби; Фотография; Государственная организация; Юмор; Юмор; Творчество; Творчество; Стиль, одежда, обувь; Фотография"
м,27.5.1987,Великий Новгород,Государственная организация; Здоровый образ жизни; Спортивная организация; Интернет-СМИ; Спортивная организация; Государственная организация; Государственная организация; Фотограф; Спортивная организация; Театр; Активный отдых; Государственная организация; Общество; Дополнительное образование; Государственная организация; Государственная организация; Книжный магазин; Группа коллег; Государственная организация; Здоровый образ жизни
ж,,Пермь,"Одежда, обувь; Ювелирные изделия; Фотограф; Творчество; Одежда, обувь; Художница; Музыкант; Украшения, бижутерия ; Дизайн и графика; Украшения, бижутерия ; Дизайнер; Творчество; Одежда, обувь; Творчество; Производство, промышленность; Дизайн-студия; Дизайн и графика; Украшения, бижутерия ; Одежда, обувь; Государственная организация"
м,,Москва,"Образование; Творчество; Кино; Одежда, обувь; Творчество; Программное обеспечение; Общество; Дополнительное образование; Культура; Юмор; Художница; Образование; Творчество; Наука; Украшения, бижутерия ; Творчество; Дискуссионный клуб; Наука; История; Видеоигры"
м,,Казань,
м,,Москва,"Шоу, передача; Игры; Видеоигры; Игры; Видеоигры; Видеоигры; Видеоигры; Видеоигры; Видеоигры; Игры; Студия звукозаписи; Игры; Игры; Дом культуры; Игры; Видеоигры; Игры; Видеоигры; Техника, электроника; Юмор"
ж,,Ростов-на-Дону,"Городское сообщество; Школа; Городское сообщество; Боевые искусства; Творчество; Городское сообщество; Университет; Дизайн интерьера; Дизайн и графика; Юмор; Кино; Юмор; Городское сообщество; Творчество; Юмор; Городское сообщество; Кино; Шоу, передача; Религия; Музей, галерея, выставка"
м,,,
м,,Санкт-Петербург,Образование; Юмор; Фотография; Творчество; Фотограф; Юмор; Юмор; Образование; Бизнес; Юмор; Юмор; Анимация; Кино; Видеоигры; Кино; Фан-сообщество; Юмор; Культура; Городское сообщество; Творчество
м,3.1.1940,Санкт-Петербург,
м,8.3.1990,Нижний Новгород,"Автовладельцы; Интернет-СМИ; Техника, электроника; Интернет-СМИ; Дизайн и графика; Юмор; Домашние и дикие животные; Автовладельцы; Объявления; Интернет-СМИ; Юмор; История; Творчество; Дизайнер; Интернет-СМИ; Молодёжное движение; Дискуссионный клуб; Юмор; Творчество; Юмор"
м,,Kyōto,Эротика; Фотография; Фотография; Культурный центр; Творчество; Эротика; Фотография; Игры; Творчество; Фотография; Эротика; Видеоигры; Фотография; Студия звукозаписи; Другие хобби; Игры; Кино; Модель; Видеоигры; Творчество
м,,Великий Новгород,
м,26.7.1981,,Кино; Общественный деятель; Активный отдых; Обучающие курсы; Кино; Кино; Строительные и ремонтные работы; Блог; Фильм; Автовладельцы; Кино; Дизайн и графика; Кино; Дизайн и графика; Ремонтная мастерская; Кино; Творчество; Кино; Кино; Фан-сообщество
м,,Москва,
м,,Тольятти,"Городское сообщество; Радиостанция; Интернет-СМИ; Кафе, ресторан; Туры, экскурсии; Театр; Музыкант; Интернет-СМИ; Другие товары; Дом культуры; Другие виды спорта; Дизайн интерьера; Производство, промышленность; Издательский дом; Молодёжное движение; Городское сообщество; Интернет-СМИ; Образование; Художница; Сайты"
ж,25.5.1990,Санкт-Петербург,"Парфюмерия, косметика; Городское сообщество; Культура; Дизайн интерьера; История; Творчество; Художник или художница; Писатель; Фотография; Кино; Туризм, путешествия; Издательский дом; Кафе, ресторан; Творчество; Культурный центр; Творчество; Городское сообщество; Городское сообщество; Интернет-СМИ; Творчество"
м,31.8.1989,Санкт-Петербург,"Блогер; Стример; Комик; Юмор; Общество; Блогер; Юмор; Киберспортивная организация; Творчество; Обучающие курсы; Шоу, передача; Интернет-СМИ; Видеоигры; Видеоигры; Шоу, передача; Шоу, передача; Кино; Юмор; Шоу, передача; Литература"
ж,19.7.1987,Тюмень,
м,19.11.1982,Сургут,"Фотография; Творчество; Одежда, обувь; Творчество; Кино; Кино; Культура; Бизнес; Кино; Музыкальная группа; Дизайн и графика; Кино; Поэт или поэтесса; Литература; Дизайнер; Дизайн и графика; Одежда, обувь; Творчество; Наука; Дизайн и графика"
м,10.3.1981,Нижневартовск,"Юмор; Студия звукозаписи; Образование; Интернет-СМИ; Юмор; Наука; Литература; Услуги для автовладельцев; Юмор; Наука; Юмор; Юмор; Украшения, бижутерия ; Журналист; Туры, экскурсии; Наука; Образование; Кино; Программирование; Художница"
ж,29.7.1983,Череповец,"Интернет-СМИ; Певица; Образование; ВКонтакте; Активный отдых; Кулинария; Шоу, передача; Фильм; Другие хобби; Кулинария, рецепты; Другие хобби; Соседи; Музыкальная группа; Кулинария, рецепты; Кулинария, рецепты; Кулинария, рецепты; Стиль, одежда, обувь; Шоу, передача; Кафе, ресторан; Фан-сообщество"
м,15.12.1987,Владивосток,
м,,Москва,Творчество; Культура; Блогер; Культура; Юмор; Сайты; Книга; История; Юмор; Литература; Писательница; Юмор; Образование; Больница; Творчество; Отношения полов; Юмор; Культура; Издательский дом; Дискуссионный клуб
ж,5.6.1980,Апатиты,"Астрология, эзотерика; Группа коллег; Творчество; Творчество; Творчество; Рыбалка; Астрология, эзотерика; Литература; Дополнительное образование; Художница; Домашние и дикие животные; Фотография; Астрология, эзотерика; Музей, галерея, выставка; Общество; Домашние и дикие животные; Туризм, путешествия; Философия; Другая музыка; Творчество"
м,7.3.1988,Тула,"Музыкальные инструменты; Родственники; Видеоигры; Видеоигры; Интернет-СМИ; Юмор; Юмор; Интернет-СМИ; Культура; Юмор; Юмор; Домашние и дикие животные; Баскетбол; История; Объявления; Фотография; Интернет-СМИ; Юмор; Шоу, передача; Творчество"
ж,,Санкт-Петербург,"Молодёжное движение; Дизайн и графика; Государственная организация; Молодёжное движение; Кино; Юмор; Юмор; Творчество; Юмор; ВКонтакте; Музыкальная группа; Домашние и дикие животные; Вымышленный персонаж; Дизайн и графика; Культурный центр; Городское сообщество; Юмор; Творчество; Дизайн и графика; Стиль, одежда, обувь"
м,,Москва,"Мототехника; Творчество; Туризм, путешествия; Музыкальная группа; Ведущий; Бар, паб; Фан-сообщество; Мототехника; Наука; Автоспорт; Музыкант; Автомобили; Спортивная организация; Автоспорт; Фотография; Экстремальный спорт; Мототехника; Дом культуры; Мототехника; Фотография"
м,,Москва,"Юмор; Общественный деятель; Творчество; Юмор; Видеоигры; Театр; Дизайн и графика; Творчество; Дизайн и графика; Театр; Культура; Литература; Наука; Товары для творчества; Общество; Фотография; Бизнес; Другие хобби; Молодёжное движение; Музей, галерея, выставка"
м,27.8.1982,Бендеры,"Кино; Строительство, ремонт; Онлайн-игра; Финансы; Фотография; Видеоигра; Автомобили; Родители и дети; Другие товары; Фото- и видеосъёмка; Интернет-СМИ; Видеоигры; Юмор; Творчество; Дизайн и графика; Творчество; Искусство и развлечения; Дизайн и графика; Фотография"
м,13.12.1990,Москва,"Интернет-СМИ; Игры; Наука; Творчество; Наука; Образование; Творчество; Издательский дом; Юмор; Наука; Учёный, преподаватель; Образование; Юмор; Финансовые рынки; Дизайн и графика; Шоу, передача; Образование; Реклама; Литература; Общественная организация"
ж,,,
м,9.11.1986,Киров,Фотография; Театр; Фотография; Обучающие курсы; Интернет-СМИ; Дом культуры; Фотография; Городское сообщество; Городское сообщество; Фотография; Городское сообщество; Фотограф; Фотография; Фотография; Фотография; Ночной клуб; Музыкальная группа; Творчество; Музыкант; Культурный центр
м,,Сочи,
м,,Архангельск,Юмор; Юмор; Культура; Кино; Юмор; Анимация; Литература; Фотография; Образование; Фотография; Общество; Юмор; Здоровый образ жизни; Творчество; Творчество; Медицина; Юмор; Видеоигры; Библиотека; Видеоигры
м,14.9.1986,Тула,Юмор; Блогер; Юмор; Юмор; Юмор; Юмор; Юмор; Игры; Творчество; Кино; Общественная организация; Юмор; История; Футбол; Интернет-СМИ; Юмор; Литература; Бизнес; Рок; Юмор
м,,Москва,"Музей, галерея, выставка; История; История; Городское сообщество; Культура; Фотография; Фотография; Спортивная организация; Туризм, путешествия; Городское сообщество; Художник; Туризм, путешествия; Культура; История; Общественный деятель; Музей, галерея, выставка; Музей, галерея, выставка; Фан-сообщество; Культура; История"
м,,Люберцы,"Бизнес; Общество; Другие хобби; Юмор; Интернет-СМИ; Видеоигры; Фотография; Юмор; Интернет-СМИ; Юмор; Музей, галерея, выставка; Рок; Блогер; Интернет-СМИ; Юмор; Фотография; Интернет-СМИ; Общество; Юмор; Образование"
м,19.3.1985,Москва,"ВКонтакте; Родители и дети; Строительство, ремонт; Rap, Hip-Hop; Домашние и дикие животные; Кино; Туризм, путешествия; Музыкальная группа; Строительство, ремонт; Городское сообщество; Кино; Обмен музыкой; Объявления; Кино; Игры; Видеоигры; Наука; Обмен музыкой; Музыкант; Техника, электроника"
м,21.2.1987,Красноярск,"Кафе, ресторан; Музыкант; Гостиница; Кино; Кино; Творчество; Поиск работы; Кино; Блог; Электронная музыка; Бизнес; Электронная музыка; Оборудование; Общественное питание; Электронная музыка; Образование; Творчество; Электронная музыка; Бар, паб; Электронная музыка"
м,20.12.1985,Красноярск,Юмор; Фотография; Дом культуры; Городское сообщество; Автовладельцы; Дизайн интерьера; Фотография; Видеоигры; Другие товары; Юридические услуги; Интернет-СМИ; Волейбол; Творчество; Автомобили; Интернет-СМИ; Комик; Фото- и видеосъёмка; Фото- и видеосъёмка; Государственная организация; Блогер
ж,,,
м,,Магадан,
ж,,Химки,
ж,13.8.1981,Москва,"Юмор; Домашние и дикие животные; Дискуссионный клуб; Творчество; Творчество; Юмор; Фильм; Образование; Юмор; Философия; Футбол; Туризм, путешествия; Фотография; Домашние и дикие животные; Образование; Обучающие курсы; Дизайн интерьера; Друзья; Образование; Дискуссионный клуб"
м,,Москва,
м,,Москва,"ВКонтакте; Игры; Юмор; Интернет-СМИ; Электроника; Электроника; Объявления; Игры; Банк, финансовое учреждение; Городское сообщество; Видеоигра; Музыкант; Стример; Кино; Творчество; Книжный магазин; Электроника; Киберспорт; Интернет-СМИ; Творчество"
м,,,
м,,Москва,Юмор; Фотография; Домашние и дикие животные; Кино; Кино; Юмор; Наука; Кино; Общество; Юмор; Юмор; Юмор; Электронная музыка; Кино; Блог; Юмор; Дизайн интерьера; Юмор; Образование; Кино
м,,Москва,"Общество; Объявления; Игры; Другие товары; Игры, игрушки; Игры, игрушки; Городское сообщество; Творчество; Дизайнер; Творчество; Игры, игрушки; Игры, игрушки; Видеоигры; Программирование; Кино; Творчество; Видеоигра; Творчество; Творчество; Игры, игрушки"
м,,Санкт-Петербург,"Медицина; Творчество; Фотография; Фотография; Литература; Здоровый образ жизни; Творчество; Туризм, путешествия; Литература; Футбол; Медицина; Видеоигры; Творчество; Одежда, обувь; Медицина; Туры, экскурсии; Медицина; Книга; Спортивная организация; Дизайн интерьера"
м,,Москва,"Городское сообщество; Бизнес; Юмор; Кино; Туризм, путешествия; Другие хобби; Творчество; Религия; Образование; Страна; Городское сообщество; Публичная страница; Образование; Творчество; Философия; Знакомства; Образование; Городское сообщество; Кино; Концерт"
м,,Сыктывкар,Блог; Дискуссионный клуб; Дизайн-студия; Домашние и дикие животные; Блог; Дом культуры; Юмор; Интернет-СМИ; Дизайн и графика; Кино; Электроника; Художник или художница; Юмор; Интернет-СМИ; Наука; Творчество; Дизайн и графика; Видеоигры; Кофейня; Другие виды спорта
м,,Москва,
м,,Пермь,Интернет-СМИ; Городское сообщество; Бизнес; Городское сообщество; Государственная организация; Государственная организация; Радиостанция; Государственная организация; Интернет-СМИ; Видеоигры; Видеоигры; Культура; Кино; Юмор; Интернет-СМИ; Творчество; Благотворительность; Товары для детей; Интернет-СМИ; Интернет-СМИ
м,5.5.1988,Воронеж,"Музыкальная группа; Интернет-СМИ; Фан-сообщество; Бар, паб; Бизнес; Обмен музыкой; Другая музыка; Рок; Творчество; Рок; Туризм, путешествия; Рок; Музыкальная группа; Философия; Автосервис; Образование; Блогер; Цирк; Программное обеспечение; Музыкальная группа"
м,7.5.1988,Санкт-Петербург,"Театр; Видеоигры; Блогер; Юмор; Юмор; Юмор; Дизайн-студия; Другие услуги; Образование; Бар, паб; Интернет-СМИ; Кино; Соседи; Фото- и видеосъёмка; Видеоигры; Поиск работы; Юмор; Творчество; Театр; Видеоигра"
м,22.4.1989,Москва,"Интернет-СМИ; Юмор; Интернет-СМИ; Дом культуры; Городское сообщество; Кафе, ресторан; Юмор; Интернет-СМИ; Доставка еды; Видеоигры; Фитнес; Юмор; Игры, игрушки; Юмор; Интернет-СМИ; Юмор; Образование; Кино; Юмор; Кинотеатр"
м,,Москва,"Шоу, передача; Юмор; Юмор; Комик; Юмор; Юмор; Кино; Интернет-СМИ; Шоу, передача; Кино; Дом культуры; Юмор; Наука; Шоу, передача; Дизайн и графика; Поиск работы; Культура; Учёный, преподаватель; Образование; Творчество"
ж,25.5.1986,,"Дизайн и графика; Дизайн и графика; Родители и дети; Городское сообщество; Городское сообщество; Творчество; Дизайн и графика; Городское сообщество; Городское сообщество; Дизайн и графика; Городское сообщество; Обучающие курсы; Городское сообщество; Дизайн-студия; Творчество; Городское сообщество; Общественная организация; Шоу, передача; Творчество; Дизайн интерьера"
м,4.4.1985,Красноярск,
м,,Хабаровск,Другая музыка; Дизайн и графика; Дизайн и графика; Дизайн и графика; Дизайн и графика; Дизайн и графика; Дизайн и графика; Дизайн и графика; Другие хобби; Дизайн и графика; Сайты; Дизайн и графика; Товары для праздников; Психология; Творчество; Дизайн и графика; Дизайн и графика; Дизайн и графика; Программирование; Художница
ж,,Санкт-Петербург,"Стиль, мода; Санаторий, дом отдыха; Блогер; Обучающие курсы; Творчество; Городское сообщество; Городское сообщество; Недвижимость; Дом культуры; Общественная организация; Фан-сообщество; Родители и дети; Стоматология; Городское сообщество; Городское сообщество; Городское сообщество; Блогер; Культурный центр; Объявления; Продукты питания, напитки"
м,,Санкт-Петербург,Образование; Юмор; Юмор; Языки; Общественный деятель; СМИ; Домашние и дикие животные; Военное дело; Юмор; Дискуссионный клуб; Общество; Наука; Образование; Дискуссионный клуб; Образование; Юмор; Военное дело; Страна; Юмор; Военное дело
ж,,Москва,Активный отдых; Образование; Блог; Университет; Дизайн интерьера; Предприниматель; Литература; Образование; Активный отдых; Дизайн и графика; Творчество; Образование; Сайты
м,8.6.1984,Москва,"Знакомства; Стиль, одежда, обувь; Эротика; Эротика; Юмор; Фотография; Наука; Автомобили; Программирование; Домашние и дикие животные; Творчество; Эротика; Музей, галерея, выставка; Стиль, одежда, обувь; DJ; Юмор; Домашние и дикие животные; Эротика; Музей, галерея, выставка; Видеоигры"
м,,Тюмень,
м,,Казань,"Обучающие курсы; Творчество; Наука; Творчество; Юмор; Видеоигры; Образование; Общество; Другие товары; Дом культуры; Техника, электроника; Учёный, преподаватель; Шоу, передача; Другая музыка; Дизайн и графика; Культурный центр; Культурный центр; Культура; Стиль, одежда, обувь; Одежда, обувь"
ж,21.6.1987,Новосибирск,"Кафе, ресторан; Дом культуры; Художница; Танцевальная школа; Дополнительное образование; Обучающие курсы; Культура; Творчество; Художница; История; Товары для творчества; Кулинария; Фестиваль; Детский сад; Молодёжное движение; Настольные игры; Дизайн и графика; Художник; Культурный центр; Дизайн-студия"
м,,Санкт-Петербург,"Программирование; Кино; Культура; Интернет-СМИ; Кино; Фотография; Музей, галерея, выставка; Творчество; Интернет-СМИ; Творчество; Наука; Мобильные технологии; Образование; Фотография; Творчество; Кино; Фотография; Фотография; Творчество; Фотография"
м,23.9.1991,Москва,
ж,,Санкт-Петербург,"Танцы; Дискуссионный клуб; Культура; Туризм, путешествия; Танцы; Место отдыха; Творчество; Общественный деятель; Обмен музыкой; Танцевальная школа; Поэт или поэтесса; Литература; Творчество; Литература; Творчество; Кино; Творчество; Городское сообщество; Группа коллег; Страна"
