sex,bdate,city,groups_activities
м,,,"Музыка; Туризм, путешествия; Дом культуры; Интернет-СМИ; Музыкальная группа; Музыкальная группа; Туризм, путешествия; Объявления; Кино; Городское сообщество; Городское сообщество; Кафе, ресторан; Музыкальная группа; Интернет-провайдер; Киберспортивная команда; Активный отдых; Футбол; Городское сообщество; Телеканал; Программирование"
ж,,,"Наука; Творчество; История; Образование; Здоровый образ жизни; Кулинария, рецепты; Образование; Анимация; Юмор; Юмор; Наука; Общественная организация; Юмор; Юмор; Дизайн интерьера; Юмор; Наука; Юмор; Интернет-СМИ; Отношения полов"
м,,Пенза,
м,4.7.1988,,"Интернет-СМИ; Интернет-СМИ; Кино; Программирование; Общество; Туризм, путешествия; Домашние и дикие животные; Творчество; Творчество; Интернет-СМИ; Блог; Дискуссионный клуб; Страна; Юмор; Городское сообщество; Велосипеды; Бизнес; Финансы; Государственная организация; Консалтинг, бизнес-услуги"
ж,15.2.1993,Москва,Юмор; Игры; Тату-салон; Видеоигры; Художник; Культурный центр; Домашние и дикие животные; Литература; Музыкальная группа; Игры; Юмор; Культурный центр; Больница; Образование; Видеоигра; Книга; Видеоигры; Городское сообщество; Юмор; Образование
м,21.10.1985,,
ж,,,
м,,,"Программирование; Наука; Программирование; Программирование; Программирование; Дополнительное образование; Гимназия; Программирование; Здоровый образ жизни; Программирование; Творчество; Программное обеспечение; Здоровый образ жизни; Программирование; Программирование; Производство, промышленность; Образование; Здоровый образ жизни; Философия; Информационный портал"
ж,5.8.1984,Рязань,Городское сообщество; Дополнительное образование; Бизнес; Интернет-СМИ; Юмор; Другие товары; Комик; Интернет-СМИ; Городское сообщество; Торгово-развлекательный центр; Медицинская услуга; Интернет-СМИ; Комик; Дискуссионный клуб; Салон красоты; Культурный центр; Блог; Городское сообщество; Городское сообщество; Приложение
м,,Санкт-Петербург,"Велосипеды; Активный отдых; Стиль, одежда, обувь; Фотография; Туризм, путешествия; Образование; Музей, галерея, выставка; Дизайн-студия; Фотография; Фотография; Дизайн и графика; Блогер; Интернет-СМИ; Музыкант; Религия; Дизайн и графика; Юмор; Фотография; Юмор; Городское сообщество"
м,,Ульяновск,Водный транспорт; Автомобили; Видеоигры; Недвижимость; Автомобили; Культурный центр; Компьютерная техника; Автовладельцы; Видеоигры; Группа коллег; Автомобили; Городское сообщество; Дизайн и графика; Военное дело; Страна; Другие товары; Фотография; Автомобили; Рок; Творчество
ж,2.5.2008,Москва,"Интернет-СМИ; Шоу, передача; Юмор; Наука; Фитнес; Бизнес; Музыкант; Кино; Образование; Творчество; Наука; Творчество; История; Образование; Юмор; Интернет-СМИ; Кино; Культурный центр; Интернет-СМИ; Общество"
м,,,"Творчество; Видеоигры; Зоопарк; Юмор; Блогер; Книга; Культурный центр; Культура; Домашние и дикие животные; Музыкальная группа; Музыкант; Литература; Радиостанция; Музыкальная группа; Творчество; Художник или художница; Шоу, передача; Наука; Шоу, передача; Музыкальная группа"
м,18.7.1989,Химки,"Обучающие курсы; Религия; Художница; Образование; Религиозное учреждение; Музыкальная группа; Религия; Бизнес; Дискуссионный клуб; Обучающие курсы; Дискуссионный клуб; Обучающие курсы; Другие хобби; Бизнес; Бизнес; Интернет-СМИ; Консалтинг, бизнес-услуги; Предприниматель; Бизнес; Бизнес"
м,20.3.1989,Челябинск,Интернет-СМИ; Видеоигра; Реклама; Программирование; Видеоигра; Программное обеспечение; Творчество; Фан-сообщество; Блогер; Видеоигры; Образование; Книга; Видеоигры; Видеоигры; Видеоигры; Видеоигры; Игры; Видеоигры; Видеоигры; Видеоигры
м,,Москва,
ж,11.8.1988,Уфа,"Знакомства; Юмор; Кулинария, рецепты; Обмен музыкой; Дизайн интерьера; Видеоигры; Юмор; Строительство, ремонт; Дизайн интерьера; Музыка; Туризм, путешествия; Литература; Юмор; Дизайн и графика; Дизайн интерьера; Реклама; Юмор; Кулинария, рецепты; Языки; Образование"
ж,,Санкт-Петербург,"Домашние и дикие животные; Кино; Кино; Юмор; Литература; Кулинария, рецепты; Шоу, передача; Юмор; Наука; Здоровый образ жизни; Кулинария, рецепты; Кулинария, рецепты; Образование; Дизайн интерьера; Кулинария, рецепты; Домашние и дикие животные; Наука; Юмор; Кулинария, рецепты; Кулинария, рецепты"
м,,,"Юмор; Юмор; Блогер; Юмор; Юмор; Реклама; Кафе, ресторан; Творчество; ВКонтакте; Юмор; Юмор; Образование; Фотография; Юмор; Банк, финансовое учреждение; Блогер; Юмор; Юмор; Интернет-СМИ; Бизнес"
м,,Нижний Новгород,"Городское сообщество; Объявления; Сайты; Военное дело; Городское сообщество; Шоу, передача; Интернет-СМИ; Интернет-СМИ; Кулинария, рецепты; Интернет-СМИ; Строительные материалы, инструменты; Военное дело; Военное дело; Интернет-СМИ; Военное дело; Бизнес; Образование; Дискуссионный клуб; Объявления; Дизайнер"
м,2.4.1988,Нижний Новгород,"Ветеринарная клиника; Образование; Место отдыха; Образование; Юмор; Образование; Наука; Общество; Общество; Фотография; Место отдыха; Фотография; Юмор; Образование; Творчество; Туризм, путешествия; Философия; Философия; Другие виды спорта; Здоровый образ жизни"
м,14.4.1984,Петрозаводск,Видеоигры; Интернет-СМИ; Образование; Видеоигры; Дизайн и графика; Футбол; Образование; Творчество; Дизайн и графика; Спортивная организация; Дизайн и графика; Дизайн и графика; Сайты; Дизайнер; Дизайн и графика; Дизайн и графика; Дизайн и графика; Кино; Дизайн и графика; Юмор
м,13.4.1988,Магнитогорск,"Бизнес; Фан-сообщество; Юмор; Юмор; Юмор; Кино; Бизнес; Творчество; Программирование; Дизайн и графика; Салоны сотовой связи; Консалтинг, бизнес-услуги; Реклама; Творчество; Печать, полиграфия; Производство, промышленность; Производство, промышленность; Творчество; Творчество; Творчество"
м,28.6.1992,Ростов-на-Дону,"Блог; Юмор; Фан-сообщество; Интернет-СМИ; Религия; Фотография; Бизнес; Философия; Юмор; Рок; Городское сообщество; Музыка; Отношения полов; Образование; Рок; Городское сообщество; Юмор; Кино; Творчество; Шоу, передача"
ж,,Москва,
м,4.5.1983,Смоленск,"Юмор; Информационный портал; Фотография; Фотография; Культура; Юмор; Фотография; Активный отдых; Юмор; Творчество; Строительные и ремонтные работы; Фотография; Юмор; Строительство, ремонт; Кино; Культура; Фотография; Интернет-СМИ; Юмор; Фотография"
ж,,Пермь,Бизнес; Городское сообщество; Домашние и дикие животные; Интернет-СМИ; Кино; Образование; Активный отдых; Бизнес; Юмор; Образование; Психология; Игры; История; Недвижимость; Языки; Кино; Психолог; Университет; Театр; Общество
м,,Сергиев Посад,"Дом культуры; Техника, электроника; Видеоигры; Общество; Музыкальные инструменты; Электронная музыка; Творчество; Программирование; Электронная музыка; Видеоигры; Обмен музыкой; Музыкант; Объявления; Комик; Одежда, обувь; Творчество; Дизайн и графика; Активный отдых; Одежда, обувь; Стиль, мода"
ж,8.4.1968,,Творчество; Культура; Культура; Сайты; Творчество; Культура; Литература; Культура; Книжный магазин; Культура; Культура; Культура; Дизайн и графика; История; Культура; Дизайн и графика; Объявления; Театр; Дизайн и графика; Творчество
ж,,Калининград,"Юмор; Юмор; Кино; Блогер; Наука; Юмор; Литература; Общество; Дизайн интерьера; ВКонтакте; Юмор; Кино; Юмор; Образование; Наука; Юмор; Наука; Юмор; Творчество; Кулинария, рецепты"
м,,Санкт-Петербург,
м,,Вознесенская,Интернет-СМИ; Интернет-СМИ; Наука; История; Бизнес; Школа; Финансы; Юмор; Финансы; Творчество; Игры; Интернет-СМИ; Стример; Кино; Кино; Дизайн интерьера; Кино; Общество; Обучающие курсы; Художница
м,10.3.1920,Москва,"Образование; Юмор; Юмор; Литература; Культурный центр; Творчество; Фитнес-центр; Фитнес; Туризм, путешествия; Фитнес; Программирование; Фан-сообщество; Бизнес; Комик; Модель; Товары для взрослых; Городское сообщество; Творчество; Украшения, бижутерия ; Творчество"
м,,Саратов,"Дом культуры; Городское сообщество; Дискуссионный клуб; Наука; Группа коллег; Творчество; Юмор; Спортивные товары; Объявления; Рок; Наука; Производство, промышленность; Юмор; Другие хобби; Мототехника; Производство, промышленность; Одежда, обувь; Техника, электроника; Творчество; Фотография"
м,10.4.1991,,
м,9.12.1990,,"Интернет-СМИ; Студия звукозаписи; Видеоигры; Блогер; Фотография; Интернет-СМИ; Городское сообщество; Игры; Игры; Видеоигры; Техника, электроника; Юмор; Кино; Видеоигра; Блогер; Культура; Соседи; Видеоигры; Видеоигры; Игры, игрушки"
ж,,Волгоград,"Дизайн интерьера; Домашние и дикие животные; Строительные материалы, инструменты; Дизайн-студия; Туризм, путешествия; Объявления; Объявления; Дизайн интерьера; Объявления; Видеоигры; Дизайн и графика; Творчество; Домашние и дикие животные; Культура; Строительные и ремонтные работы; Дом культуры; Дизайн интерьера; Городское сообщество; Образование; Дизайн и графика"
м,23.1.1988,Пермь,"Городское сообщество; Соседи; Городское сообщество; Юмор; Интернет-СМИ; Интернет-СМИ; Городское сообщество; Общество; Юмор; Видеоигра; Интернет-СМИ; Кафе, ресторан; Городское сообщество; Образование; Интернет-СМИ; Наука; Кино; Юмор; Фан-сообщество; Автотовары"
м,,Санкт-Петербург,
ж,,,
м,12.10.1985,Санкт-Петербург,"Реклама; Продукты питания, напитки; Творчество; Велосипеды; Поиск работы; Объявления; Видеоигра; Видеоигры; Туризм и отдых; Консалтинг, бизнес-услуги; Здоровый образ жизни; Программное обеспечение; Интернет-СМИ; Продукты питания, напитки; Кафе, ресторан; Образование; Обучающие курсы; Бизнес; Бизнес; Продукты питания, напитки"
м,,Москва,Видеоигры; Электронная музыка; Творчество; Музыкант; Видеоигры; Кино; Другая музыка; Фан-сообщество; Программное обеспечение; Обмен музыкой; Видеоигры; Игры; Концертный зал; Другая музыка; Инди; Электронная музыка; Образование; Игры; Музыкальная группа; Философия
м,8.10.1985,Арзамас,"Салон красоты; Продукты питания, напитки; Медицина; Фитнес-центр; Телеканал; Приложение; Религиозное учреждение; Интернет-СМИ; Доставка еды; Диеты, здоровое питание; Городское сообщество; Военное дело; Продукты питания, напитки; Спортивная организация; Фитнес-центр; Государственная организация; Культура; Военное дело; Товары для праздников; Туры, экскурсии"
м,,Челябинск,"Техника, электроника; Военное дело; Интернет-СМИ; Фотография; Спортивная организация; Юмор; Интернет-СМИ; Интернет-СМИ; Интернет-СМИ; Электронная музыка; Дискуссионный клуб; Кино; Интернет-СМИ; Видеоигры; История; Юмор; Автосервис; Обмен музыкой; Юмор; Блогер"
м,23.9.1997,Самара,"Танцевальная школа; Музыкант; Фотография; Творчество; Блогер; Фотография; Комик; Другая музыка; Туризм, путешествия; Певица; Недвижимость; Туризм, путешествия; Психолог; Салон красоты; Интернет-СМИ; Фотография; Блогер; Продукты питания, напитки; Дизайн интерьера; Группа коллег"
ж,,Санкт-Петербург,"Городское сообщество; Строительство, ремонт; Интерьер; Творчество; Дизайн интерьера; Блогер; Дизайн и графика; Кино; Творчество; Дизайн интерьера; Производство, промышленность; Блогер; Общество; Творчество; Творчество; Музей, галерея, выставка; Блогер; Отношения полов; Дизайн-студия; Знакомства"
ж,,Москва,"Образование; Антиквариат; Творчество; Туры, экскурсии; Обучающие курсы; Образование; Дизайн и графика; Образование; Творчество; Образование; Творчество; Дизайн и графика; Дизайн и графика; Фотография; Общественный деятель; Образование; Творчество; Культура; Здоровый образ жизни; Юмор"
м,,,Творчество; Дизайн и графика; Художник; Художник; Творчество; Творчество; Творчество; Творчество; Творчество; Творчество; Художница; Место отдыха; Творчество; Обучающие курсы; Творчество; Творчество; Творчество; Фотография; Культура; Культура
м,12.2.1994,Санкт-Петербург,Финансы; Интернет-СМИ; Финансы; Городское сообщество; Творчество; Интернет-СМИ; Фотография; Образование; Сайты; Фан-сообщество; Футбол; Фотография; История; Юмор; Творчество; Творчество; Приложение; Бизнес; Дизайн интерьера; Юмор
м,,Mokpo,
ж,,Санкт-Петербург,
м,,Екатеринбург,"Городское сообщество; Городское сообщество; Бар, паб; Страна; Городское сообщество; Городское сообщество; Здоровый образ жизни; Городское сообщество; Бизнес; Культурный центр; Дизайн-студия; Институт; Продажа билетов, бронирование гостиниц; Концертный зал; Туризм, путешествия; Видеоигры; Тату-салон; Художник или художница; Городское сообщество; Политика"
м,,Вильнюс,"Фотография; Юмор; Дизайн и графика; Фотография; Анимация; Дизайн и графика; Творчество; Культура; Дизайн и графика; Программирование; Творчество; Объявления; Юмор; Творчество; Техника, электроника; Дискуссионный клуб; Дизайн и графика; Туризм, путешествия; Интернет-СМИ; Творчество"
м,4.1.1974,Москва,Строительные и ремонтные работы; Блогер; Реклама; Общественный деятель; Бизнес; Общественный деятель; Приложение; Видеоигры; Программное обеспечение; Приложение; Творчество; Электроника; Финансы; Городское сообщество; Интернет-СМИ; Телеканал; Певица; Программное обеспечение; Приложение; Видеоигры
м,14.12.1990,Петрозаводск,"Интернет-СМИ; Интернет-СМИ; Интернет-СМИ; Блог; Боевые искусства; Часы; Шоу, передача; Городское сообщество; Боевые искусства; Дизайн и графика; Творчество; Государственная организация; Мебель; Баня, сауна; Юмор; Боевые искусства; Спортивная организация; Юмор; Спортивная организация; Бизнес"
м,,,"Дом культуры; Городское сообщество; Дополнительное образование; Политика; Юмор; Домашние и дикие животные; Юмор; Фотография; Туризм, путешествия; Творчество; Творчество; Юмор; Юмор; Уход за собой; Творчество; Другие хобби; Шоу, передача; Культура; Юмор; Фотография"
м,,Новокузнецк,
м,28.4.1988,Москва,"Программное обеспечение; Шоу, передача; Юмор; Настольные игры; Юмор; Юмор; Знакомства; Шоу, передача; Шоу, передача; Городское сообщество; Туризм, путешествия; Блогер; Кино; Тексты, аккорды; Зоопарк; Интернет-СМИ; Туризм, путешествия; Кулинария, рецепты; Шоу, передача; Юмор"
м,24.3.1977,Липецк,"Фотография; Культура; Публичная страница; Фотография; Фотография; Туризм, путешествия; Рок; Туризм, путешествия; Туризм, путешествия; Фотография; Кино; Фотография; Туризм, путешествия; Фотография; Туризм, путешествия; Дизайнер; Фотография; Кулинария, рецепты; Культура; Другая музыка"
м,5.4.1985,Пермь,"Интернет-СМИ; Интернет-СМИ; Шоу, передача; Творчество; Городское сообщество; Интернет-СМИ; Недвижимость; Писатель; Юмор; Юмор; Интернет-СМИ; История; Интернет-СМИ; Здоровый образ жизни; Бизнес; Блогер; Блогер; Блогер; Бизнес; Дискуссионный клуб"
ж,,Волгоград,
м,,Челябинск,"Интернет-СМИ; Видеоигры; Телеканал; Культурный центр; Творчество; Культурный центр; Дизайн и графика; Культура; Музей, галерея, выставка; Творчество; Творчество; Активный отдых; Фестиваль; Сайты; Строительные и ремонтные работы; Культурный центр; Культура и искусство; Реклама; Искусство и развлечения; Другие хобби"
ж,6.12.1987,Челябинск,Место отдыха; Домашние и дикие животные; Домашние и дикие животные; Товары для животных; Домашние и дикие животные; Юмор; Юмор; Театр; Доставка еды; Культура; Онлайн-игра; Доставка еды; Салон красоты; Домашние и дикие животные; Домашние и дикие животные; Творчество; Фан-сообщество; Кино; Юмор; Домашние и дикие животные
м,26.12.1980,Москва,"Политик, госслужащий; Фотограф; Туризм, путешествия; Автомобили; Автомобили; Городское сообщество; Интернет-СМИ; Дизайн и графика; Автомобили; Туризм, путешествия; Книга; Автомобили; Творчество; Автомобили; Музыка; Дизайн и графика; Культура; Городское сообщество; Дискуссионный клуб; Автомобили"
ж,,Псков,"Другие товары; Художница; Антиквариат; Музей, галерея, выставка; Государственная организация; Садоводство; Печатное издание; Дизайн интерьера; Рыбалка; Продукты питания, напитки; Строительство, ремонт; Товары для творчества; Товары для дачи, огорода; Товары для праздников; Музей, галерея, выставка; Культура; Музей, галерея, выставка; Театр; Туры, экскурсии; Образование"
м,9.6.1926,Douglas,"Творчество; Юмор; Творчество; Автовладельцы; Автомобили; Музыкальная группа; Автомобили; Кулинария, рецепты; Творчество; Творчество; Автотовары; Творчество; Автовладельцы; Музыкальная группа; Интернет-СМИ; Дизайн и графика; Автомобили; Другая музыка; Творчество; Юмор"
м,9.7.1992,Москва,"Интернет-СМИ; Юмор; Туризм, путешествия; Интернет-СМИ; Знакомства; Юмор; Юмор; Игры; Интернет-СМИ; Городское сообщество; Языки; Туризм, путешествия; Городское сообщество; Образование; Шоу, передача; Государственная организация; Банк, финансовое учреждение; Юмор; Интернет-СМИ; Туризм, путешествия"
м,,Москва,Блогер; Юмор; Юмор; Интернет-СМИ; Интернет-СМИ; Интернет-СМИ; Творчество; Дизайн и графика
м,9.9.1994,Москва,"Интернет-СМИ; Кино; Юмор; Фотография; Интернет-СМИ; Культура; Интернет-СМИ; Шоу, передача; Кино; Автоспорт; Автоспорт; Интернет-СМИ; Юмор; Техника, электроника; Фотография; Интернет-СМИ; Шоу, передача; Юмор; Техника, электроника; Интернет-СМИ"
м,11.2.1992,Москва,
м,,Самара,"Музей, галерея, выставка; Молодёжное движение; Группа памяти; Общество; Реклама; Публичная страница; Мебель; Фотография; Государственная организация; Фотография; История; Интернет-СМИ; Культура; Дизайн и графика; Художница; Городское сообщество; Культура; Недвижимость; Фотография; Государственная организация"
м,29.12.1992,Санкт-Петербург,"Юмор; Кино; Кино; Юмор; Городское сообщество; Игры; Продукты питания, напитки; Фотография; Видеоигры; Техника, электроника; Творчество; Видеоигры; Видеоигры; Творчество; Автомобили; Компьютерные услуги; Юмор; Видеоигра; Творчество; Техника, электроника"
м,,Кемерово,
ж,10.7.1993,Псков,"Городское сообщество; Культурный центр; Страна; Другие товары; Домашние и дикие животные; Фотография; Юмор; Юмор; Фотография; Домашние и дикие животные; Одежда, обувь; Недвижимость; Туризм, путешествия; Творчество; Творчество; Фотография; Культура; Домашние и дикие животные; Одежда, обувь; Общество"
ж,,,"Художник или художница; Молодёжное движение; Учёный, преподаватель; ВКонтакте; Астрология, эзотерика; Художница; Творчество; Творчество; Дискуссионный клуб; Музей, галерея, выставка; Художник или художница; Образование; Художница; Художница; Художница; Культура; Творчество; Творчество; Художник; Творчество"
ж,,Новосибирск,
ж,,Пермь,
м,9.8.1985,Краснодар,"Одежда, обувь; Кино; Наука; Дизайн интерьера; Наука; Строительство, ремонт; Юмор; Юмор; Юмор; Кино; Бизнес; Наука; Интернет-СМИ; Юмор; Наука; Туризм, путешествия; Интернет-СМИ; Дизайн интерьера; Строительство, ремонт; Государственная организация"
м,,Краснодар,"Футбол; Боевые искусства; Футбол; Наука; Дизайн и графика; Rap, Hip-Hop; Кино; Другие товары; Отношения полов; Фотография; Другие услуги; Здоровый образ жизни; Юмор; Футбольная команда; Юмор; Городское сообщество; Фотография; Одежда, обувь; Спортивная организация; Футбол"
м,,Москва,"Стиль, одежда, обувь; Творчество; Кино; Другая музыка; Кинотеатр; Фильм; Обмен музыкой; Фотография; Творчество; Другие товары; Благотворительность; Фотография; Культура; Творчество; Веб-студия; Кино; Творчество; Творчество; Дизайн и графика; Культура"
м,28.8.1991,Иваново,"Интернет-СМИ; Программирование; Наука; Творчество; Программирование; Художник; Образование; Образование; Шоу, передача; Программирование; Модель; Образование; Программирование; Юмор; Юмор; Творчество; Стример; ВКонтакте; Комик; Юмор"
м,22.8.1983,Москва,"Юмор; Наука; Наука; Юмор; История; Туризм, путешествия; Фотография; Образование; Интернет-СМИ; Интернет-СМИ; Юмор; Наука; Образование; Городское сообщество; Дизайн и графика; Интернет-СМИ; Творчество; Городское сообщество; Футбольная команда; Место отдыха"
м,,Саратов,"Творчество; Поэт или поэтесса; Творчество; Военное дело; Туризм, путешествия; Печатное издание; Соседи; Литература; История; Книга; Домашние и дикие животные; Культура; Дизайн и графика; Наука; Дизайн и графика; Наука; Фан-сообщество; Творчество; Творчество; Наука"
м,25.11.1989,Москва,"Фотография; Творчество; Бизнес; Религия; Музей, галерея, выставка; Творчество; Фотография; Дизайн и графика; Культура; Культура; Культура; Творчество; Кино; Производство контента; Творчество; Дизайн и графика; Издательский дом; Творчество; Дизайн и графика; Художник"
ж,,Москва,
ж,,Уфа,"Писательница; Издательский дом; Городское сообщество; Здоровый образ жизни; Литература; Поиск работы; Книга; Книга; Объявления; Писательница; Языки; Книга; Общественная организация; Культура; Театр; Кулинария; Стиль, одежда, обувь; Домашние и дикие животные; Издательский дом; Творчество"
м,,Москва,"Шоу, передача; Городское сообщество; Городское сообщество; Дом культуры; Городское сообщество; Дизайн и графика; Городское сообщество; Городское сообщество; Наука; Дизайн и графика; Городское сообщество; Городское сообщество; Юмор; Дизайн и графика; Критик; Юмор; Дизайн и графика; Видеоигры; Анимация; Программное обеспечение"
м,15.5.1986,Уфа,"Культура; Бизнес; Общественная организация; Фотография; Стиль, одежда, обувь; Философия; Фотография; Настольные игры; Творчество; Творчество; Интернет-СМИ; Игры; Юмор; Юмор; Блогер; Вымышленный персонаж; Юмор; Политика; Кино; Юмор"
м,,,"Государственная организация; Настольные игры; Часы; Знакомства; Государственная организация; Отношения полов; Кино; Фото- и видеосъёмка; Стиль, одежда, обувь; Реклама; Фитнес; Городское сообщество; Обмен музыкой; Творчество; Техника, электроника; Цветы; Университет; Кино; Фотография; Блог"
м,19.9.1985,Екатеринбург,"Видеоигры; Программирование; Программирование; Образование; Шоу, передача; Обучающие курсы; Программирование; Обмен музыкой; Творчество; Дизайн и графика; Художница; Дизайн и графика; Творчество; Городское сообщество; Творчество; Дизайн и графика; Образование; Блогер; Видеоигры; Одежда, обувь"
м,30.1.1986,Севастополь,"Городское сообщество; Юмор; Юмор; Видеоигры; Страна; Юмор; Техника, электроника; СМИ; Художник; Дизайн и графика; Творчество; Другие хобби; Настольные игры; Видеоигры; Дискуссионный клуб; Городское сообщество; Творчество; Настольные игры; Юмор; Программирование"
ж,,Красноярск,Театр; Юмор; Анимация; Юмор; Молодёжное движение; Юмор; Юмор; Культура; Юмор; Дизайн интерьера; Юмор; Творчество; Другие товары; Писатель; Культура; Юмор; Юмор; Юмор; Кино; Философия
м,26.12.1981,Стерлитамак,"Студия звукозаписи; Творчество; Образование; Юмор; Творчество; Образование; Шоу, передача; Игры; Кино; Видеоигры; Юмор; Кино; Кино; Юмор; Строительство, ремонт; Творчество; Театр; Религия; Дизайн и графика; Интернет-СМИ"
м,30.11.1979,Казань,"Культурный центр; Городское сообщество; Бизнес; Культурный центр; Городское сообщество; Творчество; Интернет-СМИ; Настольные игры; Городское сообщество; Консалтинг, бизнес-услуги; Кино; Юмор; Интернет-СМИ; Городское сообщество; Городское сообщество; Городское сообщество; Государственная организация; Культура; Место отдыха; Городское сообщество"
м,7.11.1991,,"Юмор; Юмор; Одежда, обувь; Блогер; Юмор; Юмор; Юмор; Наука; Дизайн интерьера; Шоу, передача; Юмор; Юмор; Кулинария, рецепты; Юмор; Электронная музыка; Творчество; Образование; Вымышленный персонаж; Юмор; Юмор"
м,4.3.1981,Боровичи,"ВКонтакте; Кино; Кино; Кино; Кино; Шоу, передача; Кулинария, рецепты; История; Игры; Игры; Наука; Кулинария, рецепты; Творчество; Товары для дома; Кулинария, рецепты; Дизайн интерьера; Кулинария, рецепты; Телеканал; Интернет-СМИ; Астрология, эзотерика"
м,19.1.1989,Ижевск,Городское сообщество; Интернет-СМИ; Юмор; Городское сообщество; Блог; Футбол; Интернет-СМИ; Юмор; Творчество; Юмор; Интернет-СМИ; История; Футбол; Спортивная организация; Творчество; Хоккей; Спортивная организация; Футбол; Доставка еды; Баскетбол
м,,,"Видеоигры; Видеоигры; Видеоигра; Видеоигра; Видеоигра; Фотография; Одежда, обувь; Наука; Видеоигры; Наука; Видеоигры; Программирование; Наука; Дизайн и графика; Программирование; Наука; Видеоигры; Наука; Образование; Игры"
ж,,Москва,
м,,Находка,"Производство контента; Кино; Обучающие курсы; Группа коллег; Обучающие курсы; Домашние и дикие животные; Кино; Дополнительное образование; Литература; Студия звукозаписи; Музыкант; Кино; Фото- и видеосъёмка; Творчество; Стиль, одежда, обувь; Автовладельцы; Фотография; Музыкант; Кино; Библиотека"
м,,,"Анимация; Образование; Интернет-СМИ; Творчество; Видеоигры; Интернет-СМИ; Художник или художница; Видеоигры; Автовладельцы; Программирование; Видеоигры; Культурный центр; Видеоигры; Анимация; Техника, электроника; Техника, электроника; Культура; Дом культуры; Творчество; Философия"
м,,Калуга,"Фитнес-центр; Городское сообщество; Наука; Блог; Городское сообщество; Видеоигры; Юмор; Юмор; Автовладельцы; Юмор; Городское сообщество; Шоу, передача; Блогер; Фотография; Юмор; Группа коллег; Образование; Философия; Юмор; Городское сообщество"
м,,,
м,,Ho Chi Minh City,
м,,,
м,,Kingston,
м,,Новосибирск,"Интернет-СМИ; Городское сообщество; Танцевальная музыка; Дизайн и графика; Техника, электроника; Производство, промышленность; Производство, промышленность; Творчество; Реклама; Творчество; Техника, электроника; Автомобили; Игры; Юмор; Автовладельцы; Творчество; Музыкант; Музыкальная группа; Творчество; Музыкант"
ж,,Москва,"Творчество; Дом культуры; Туризм, путешествия; Художница; Здоровый образ жизни; Благотворительная организация; Общественная организация; Тренинг, семинар; История; Городское сообщество; Фотография; Общественная организация; Фестиваль; Шоу, передача; Одежда, обувь; Политика; Стиль, мода; Философия; Шоу, передача; Образование"
м,,Мурманск,"Кино; Интернет-СМИ; Литература; Образование; Телеканал; Образование; Видеоигры; Наука; Сайты; Образование; Интернет-СМИ; Туризм, путешествия; Философия; Видеоигры; Наука; Творчество; Радиостанция; Творчество; Домашние и дикие животные; Философия"
м,,Севастополь,"Фотография; Творчество; Супермаркет; Танцевальная музыка; Платёжная система; Творчество; Фотография; Программное обеспечение; Фотограф; Музыка; Фотография; Фотография; История; Дизайн и графика; Фотография; Творчество; Туризм, путешествия; Фотография; Страна; Программирование"
